representants_id;denomination_affiliation;identifiant_national_affiliation;type_identifiant_national_affiliation
204;GROUPEMENT D'INTERET PUBLIC EMPLOI ROISSY CHARLES DE GAULLE;130018112;SIREN
205;ALLIANCE FRANCAISE DES INDUSTRIES DU NUMERIQUE;438608630;SIREN
205;ALLIANCE DES COMPOSANTS ET SYSTEMES POUR L'INDUSTRIE ELECTRONIQUE;798778965;SIREN
208;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
208;FERERATION REG SYNDICATS EXPL AGRIGOLES;351545512;SIREN
209;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
212;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
212;CGPME COMMUNICATION;438965352;SIREN
212;MOUVEMENT ENTREPRISE FRANCE INTERNATIONA;378236376;SIREN
213;UNION FRANÇAISE DES OEUVRES LAÏQUES D'ÉDUCATION PHYSIQUE (UFOLEP);W751011816;RNA
213;SPORSORA;420523425;SIREN
214;FEDERATION DES ENTREPRISES DU RECYCLAGE;784358749;SIREN
214;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
214;UNION PATRONALE DEPARMENTALE - MEDEF PARIS;398327098;SIREN
215;FEDERATION DES PRESTATAIRES DE SANTE A DOMICILE;798748349;SIREN
215;SYND NATION INDUST TECHNOL MEDICALES;307330845;SIREN
215;SYNTEC NUMERIQUE;384719001;SIREN
218;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
218;BRF;808456214;SIREN
218;ILEC;798379723;SIREN
218;INSTITUT DE L'ECONOMIE CIRCULAIRE;790867493;SIREN
218;TRANSPARENCY INTERNATIONAL FRANCE;425138393;SIREN
219;ASSOCIATION FER DE FRANCE;801998311;SIREN
219;GROUP AUTORITE RESP TRANSPORT;322441817;SIREN
219;UNION  TRANSPORTS PUBLICS FERROVIAIRES;784408643;SIREN
219;FEDERAT INDUSTRI FERROVIAIRE;784312100;SIREN
219;AVENIR TRANSPORTS;439476250;SIREN
219;ASS DES REGIONS DE FRANCE;421466244;SIREN
219;FRANCE INDUSTRIE;840718597;SIREN
219;TRANSPORT DEVELOP INTERMODALITE ENVIRON;439721978;SIREN
220;UNION METIER INDUS HOTELLERIE FORMATION;444038327;SIREN
222;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
223;ASSOCIATION FRANCAISE DES CONSEILS EN LOBBYING ET AFFAIRES PUBLIQUES (AFCL);H000000001;HATVP
224;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
224;MOUV ENTREPRI FRANCE MEDEF ILE DE FRANCE;784717423;SIREN
226;UNIFAF;479939449;SIREN
227;ASSOCIATION DES ASSUREURS MUTUALISTES;822879201;SIREN
227;ASS FRANCAISE DE LA GESTION FINANCIERE;784362584;SIREN
227;PARIS EUROPLACE;393769252;SIREN
227;FEDERATION FRANCAISE DE L ASSURANCE (FFA);784409013;SIREN
228;ASSOCIATION FRANCAISE DES CONSEILS EN LOBBYING ET AFFAIRES PUBLIQUES (AFCL);H000000001;HATVP
228;ASSOCIATION FRANCAISE DE DROIT CONSTITUTIONNEL;441977931;SIREN
228;ALL INDIAN ASSOCIATION OF INDUSTRIES (AIAI);H587793087;HATVP
229;LA FABRIQUE DE L INDUSTRIE;750263287;SIREN
229;ALLIANCE POUR L'INDUSTRIE DU FUTUR;W922009584;RNA
229;ASSOCIATION NATIONALE DE LA RECHERCHE ET DE LA TECHNOLOGIE - ANRT -;784668717;SIREN
229;COE REXECODE;784361164;SIREN
230;ASSOCIATION AGENCES CONSEILS COMMUNICAT;784856122;SIREN
230;SYNDICAT SYNTEC RELATIONS PUBLIQUES;419999271;SIREN
231;ALLIANCE CONTRE LE TABAC;383552676;SIREN
232;SYND INTERPROFESSIONNEL DU CUIR   CONSEIL NATIONAL DU CUIR;784410714;SIREN
236;ASSOCIATION AGENCES CONSEILS COMMUNICAT;784856122;SIREN
236;GROUPEMENT SYNDICAT SYNTEC ETUDE CONSEIL;420512766;SIREN
236;COMMUNICATION & ENTREPRISE;784178766;SIREN
236;EUROPEAN AMERICAN CHAMBER OF COMMERCE FRANCE;784854358;SIREN
236;AMERICAIN CHAMBER OF COMMERC;784357329;SIREN
236;ASSOCIATION FRANCAISE DES CONSEILS EN LOBBYING ET AFFAIRES PUBLIQUES (AFCL);H000000001;HATVP
237;CONFEDERATION GENERALE ALIMENTAT.DETAIL;784717225;SIREN
238;ASS  INSTITUT BENJAMIN DELESSERT;428468540;SIREN
239;JEUNES AGRICULTEURS OCCITANIE;408692929;SIREN
241;SYND NAT DE LA RESTAURATION COLLECTIVE;422475962;SIREN
244;SYND INDUST MEDICAM VETERIN REACTIF;423203645;SIREN
245;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
246;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
246;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
246;GROUPEMENT DES PROFESSIONS DE SERVICES;477942114;SIREN
246;ATOUT FRANCE AGENCE FRANCAISE DE DEVELOPPEMENT TOURISTIQUE;340709211;SIREN
246;OFFICE DE TOURISME ET DES CONGRES PARIS;775671373;SIREN
246;ASSOCIATION FRANCAISE DE NORMALISATION;775724818;SIREN
246;FEDER SYND SOC ETUDES CONSEILS;784179426;SIREN
246;CENTRE ETUDE DIRECTEURS ASSOCIAT PROFESS;344299425;SIREN
247;ASSOCIATION FRANCAISE DES CONSEILS EN LOBBYING ET AFFAIRES PUBLIQUES (AFCL);H000000001;HATVP
248;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
248;LABORATOIRES INTERNATIONAUX DE RECHERCHE;424399004;SIREN
249;FESAC;484376678;SIREN
250;FEDER FRANC MARCHE INTERET NAT;775647514;SIREN
252;ASSOCIATION FRANCAISE DES CONSEILS EN LOBBYING ET AFFAIRES PUBLIQUES (AFCL);H000000001;HATVP
254;ASSOCIATION DES AVOCATS LOBBYISTES;W751210486;RNA
255;ALLIANCE POUR LA RECHERCHE ET L'INNOVATION DES INDUSTRIES DE SANTE;407666544;SIREN
256;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
256;FED REG SYND EXPLOIT AGRICOLE BRETAGNE;399989433;SIREN
257;REVIPAC;390766343;SIREN
257;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
259;FEDERATION NATIONALE MUTUALITE FRANCAISE;304426240;SIREN
260;L'INTERASSOCIATIVE LESBIENNE GAIE BI ET TRANS INTER LGBT;W751142445;RNA
260;CENTRE LESBIEN, GAI, BI ET TRANS DE PARIS ET D'ÎLE-DE-FRANCE;W751109112;RNA
260;EUROPEAN LGBT POLICE ASSOCIATION;H476335993;HATVP
261;ASSOCIATION DE VEILLE ET D'INFORMATION CIVIQUE SUR LES ENJEUX DES NANOSCIENC ET DES NANOTECHNOLOG;529849663;SIREN
261;RESEAU ENVIRONNEMENT SANTE;512241456;SIREN
261;COLLECTIF DES ASSOCIATIONS CITOYENNES;425110103;SIREN
262;GROUPEMENT DES PROFESSIONS DE SERVICES;477942114;SIREN
262;CONFEDERATION GENERALE ALIMENTAT.DETAIL;784717225;SIREN
262;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
262;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
263;L'ALLIANCE 7;381436666;SIREN
263;SYND NATION INDUST TECHNOL MEDICALES;307330845;SIREN
266;UNION OPTICIENS DE FRANCE;784451015;SIREN
266;SYNDICAT NATIONAL DES OPTICIENS REUNIS;479951832;SIREN
271;ORDRE DES AVOCATS A LA COUR DE PARIS;302979075;SIREN
271;ALINEA AVOCATS ASSOCIES;818695728;SIREN
271;ASSOCIATION DES AVOCATS LOBBYISTES;W751210486;RNA
272;CPME Morbihan;450856190;SIREN
273;UNION  TRANSPORTS PUBLICS FERROVIAIRES;784408643;SIREN
274;ASSOCIATION FRANCAISE DES CONSEILS EN LOBBYING ET AFFAIRES PUBLIQUES (AFCL);H000000001;HATVP
275;ASSOCIATION FRANCAISE DES CONSEILS EN LOBBYING ET AFFAIRES PUBLIQUES (AFCL);H000000001;HATVP
276;OFFICE DE TOURISME ET DES CONGRES PARIS;775671373;SIREN
279;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
280;SYNDICAT NATIONAL DES ACCOUVEURS;390571107;SIREN
280;SYND NAL INDUSTRIE NUTRITION ANIMALE;784312589;SIREN
280;COOP DE FRANCE;784179665;SIREN
280;ASS CONFEDERATION FRANCAISE AVICULTURE;439775461;SIREN
280;FEDERATION NATIONALE DES SYNDICATS D EXPLOITATIONS AGRICOLES;530810944;SIREN
280;JEUNES AGRICULTEURS;784853970;SIREN
280;COORDINATION RURALE - UNION NATIONALE;401348552;SIREN
280;CONFEDERATION PAYSANNE;383316916;SIREN
280;FEDERATION DES INDUSTRIES AVICOLES;400695680;SIREN
280;FEDERATION DU COMMERCE ET DE LA DISTRIBUTION;809768047;SIREN
280;CONFEDERATION FRANCAISE DE LA BOUCHERIE - BOUCHERIE CHARCUTERIE - TRAITEURS;784717357;SIREN
280;SYNDICAT POUR LA RESTAURATION COLLECTIVE;200025443;SIREN
280;RESTAU'CO;493809586;SIREN
280;FENSCOPA;450360185;SIREN
280;ASSOCIATION DES ORGANISATIONS DE PRODUCTION DE VOLAILLES (AOPV);W751226599;RNA
280;COMITE NATIONAL DES ABATTOIRS ET DECOUPE;777327289;SIREN
281;FEDALIM;440577674;SIREN
282;UNION NATIONALE DES PROFESSIONS LIBERALES;302991591;SIREN
284;LENICA;822597118;SIREN
285;CAPEB VENDEE;786447912;SIREN
285;COMITE GENERAL DE L ALIMENTATION DE DETAIL DE VENDEE;501000152;SIREN
285;CONFED NAT ARTISANAT METIERS SERV VENDEE;440842474;SIREN
285;CNATP VENDEE;503575441;SIREN
285;UNION NATIONALE DES PROFESSIONS LIBERALES - UNAPL VENDEE;W852006483;RNA
286;NEXEM;817664659;SIREN
288;FEDERATION ENTREPRISES VENTE A DISTANCE;784854994;SIREN
288;ASS  FENACEREM;428499891;SIREN
288;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
288;CONSEIL NATIONAL DES CENTRES COMMERCIAUX;349047373;SIREN
288;FEDERATION DU COMMERCE ET DE LA DISTRIBUTION;809768047;SIREN
288;UNION DES ANNONCEURS;784669533;SIREN
288;ASS PROMOTION COMMERCE SERVICE SPECIALIS;303432934;SIREN
288;MEDEF DE L'EST PARISIEN;424430346;SIREN
288;PERFORMANCE INVEST FIABILITE ECON;321702755;SIREN
293;GROUP NAT INTERPRO SEMEN PLANT;775657398;SIREN
293;UNION FRANCAISE DES SEMENCIERS;518905484;SIREN
293;COOP DE FRANCE;784179665;SIREN
294;FEDERATION NATIONALE MUTUALITE FRANCAISE;304426240;SIREN
295;FEDERA NAT SYNDICAL ASSAINISSE VANID;784408833;SIREN
295;UNION SYNDIC ENTREP DE CHIMIE ILE FRANCE;784357923;SIREN
295;SYNDICAT NATIONAL DES ENTREPRENEURS DE LA FILIERE;413455304;SIREN
295;CONSEIL NATIONAL PROFESSIONS AUTOMOBILE;775688450;SIREN
295;SYNDICAT INDUSTRIE COMMERCE RECUPERATIOM;784358558;SIREN
296;FEDERATION NATIONALE MUTUALITE FRANCAISE;304426240;SIREN
297;ASSOCIATION DES BRASSEURS DE FRANCE;775671654;SIREN
297;ILEC;798379723;SIREN
297;UNION DES ANNONCEURS;784669533;SIREN
297;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
297;AVEC MODERATION;393501812;SIREN
300;UNION NATIONALE DES ENTREPRISES DE COIFFURE;775659741;SIREN
305;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
305;GROUPEMENT DES PROFESSIONS DE SERVICES;477942114;SIREN
305;PARIS EUROPLACE;393769252;SIREN
307;RESEAU ACTION CLIMAT FRANCE;422466201;SIREN
307;LA LIGUE DE L'ENSEIGNEMENT;775666415;SIREN
307;CIRSES;799865886;SIREN
307;ANIMA'FAC;408560209;SIREN
310;COORDI SOLIDARITE URGENCE DEVELOPPEMENT;398699538;SIREN
312;INSTITU LIAISON ETUDES INDUSTR CONSOMM;784671075;SIREN
312;UNION DES ANNONCEURS;784669533;SIREN
312;SYNDIC NATION VENTE ET SERVICES AUTOMAT;784717498;SIREN
312;BOISSONS ENERGISANTES FRANCE;H250428053;HATVP
314;ASSOCIAT TECHNIQUE ENERGIE ENVIRONNEMENT;315062786;SIREN
314;GROUPEMENT DES PROFESSIONNELS DES CERTIFICATS D'ECONOMIES D'ENERGIE (GPC2E);W133019766;RNA
316;CONSEIL DU COMMERCE DE FRANCE;784856528;SIREN
317;UNION DES FAMILLES LAIQUES - UFAL;402908685;SIREN
317;UNION DEP ASSOC FAMILIALES;784971533;SIREN
318;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
318;ASSOCIATION INTERCEREALES;452007545;SIREN
318;ASS UTILISATEURS TRANSPORTS FRET;393985890;SIREN
319;UNION FRANCAISE INDUSTRIES PETROLIERES;784668527;SIREN
319;40 MILLIONS D' AUTOMOBILISTES;488383209;SIREN
319;ASS EUROPEEN VEHICULE ELECTRIQ ROUTIERS;381166792;SIREN
319;MEDEF;499438000;SIREN
319;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
319;UNION DES ENTREPRISES DE PROXIMITE;349681098;SIREN
319;ASSOCIATION FRANCAISE POUR L'HYDROGENE ET LES PILES A COMBUSTIBLE;419636303;SIREN
319;UNION ROUTIERE DE FRANCE;784361701;SIREN
319;AUTOMOBILE CLUB DE FRANCE;775671324;SIREN
319;ASS NATIONALE FORMATION AUTOMOBILE;784671497;SIREN
319;GROUPEMENT NATIONAL FORMATION AUTOMOBILE;399777929;SIREN
320;FEDERATION INTERNATIONALE DES AUTORITES HIPPIQUES (FIAH);H303068753;HATVP
322;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
323;ASS GPE INT POUR PHARMACIE DE RECHERCHE;401255468;SIREN
323;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
323;LABORATOIRES INTERNATIONAUX DE RECHERCHE;424399004;SIREN
323;AMCHAM EVENTS;800417891;SIREN
323;UNION DES ANNONCEURS;784669533;SIREN
324;DONORS AND FOUNDATIONS NETWORKS IN EUROPE;H818585345;HATVP
325;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
326;FEDERATION BANCAIRE FRANCAISE;434987582;SIREN
326;FRANCE INVEST;349165779;SIREN
326;ASSOCIATION FRANCAISE DES SOCIETES FINANCIERES ASF;W751004754;RNA
327;ASSOCIATION D'ECONOMIE FINANCIERE;351445002;SIREN
327;COMITE FRANCAIS D ORGANISATION ET DE NORMALISATION BANCAIRES;510363039;SIREN
327;CENTRE NATIONAL PROFESSSIONS FINANCIERES;784854069;SIREN
327;FEDERATION BANCAIRE FRANCAISE;434987582;SIREN
327;INSTITUT POUR L EDUCATION FINANCIERE DU PUBLIC;784717001;SIREN
327;MEDEF;322826512;SIREN
327;ORIAS;789563152;SIREN
327;ASS  A F E C E I;428419287;SIREN
328;FEDERATION NATIONALE MUTUALITE FRANCAISE;304426240;SIREN
329;UNION INDUSTRIES ENTR EAU ENVIRONNEMENT;784357543;SIREN
333;FEDERAT FRANCAISE MAGASINS DE BRICOLAGE;324096783;SIREN
334;ASSOCIATION FRANCAISE DES PRODUCTEURS DE PRODUITS DE BIOCONTROLE;793600313;SIREN
337;ASSOCIATION FRANÇAISE DES JEUX EN LIGNE (AFJEL);W751209201;RNA
339;FEDERATION DE LA PLASTURGIE ET DES COMPOSITES;304153927;SIREN
341;CHAMBRE NATIONALE PROFESSIONS LIBERALES;314655937;SIREN
342;JEUNES AGRICULTEURS GRAND EST;528510993;SIREN
343;CENELEC;H859327368;HATVP
343;COMITE EUROPEEN DE NORMALISATION (CEN);H457303642;HATVP
344;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
345;CHAMBRE DE COMMERCE ET D INDUSTRIE DE REGION PAYS DE LA LOIRE;184401289;SIREN
347;SYND NAT DE LA RESTAURATION COLLECTIVE;422475962;SIREN
349;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
349;SYND NAT DE LA RESTAURATION COLLECTIVE;422475962;SIREN
349;GROUPEMENT DES PROFESSIONS DE SERVICES;477942114;SIREN
351;ASSOCIATION FRANÇAISE DU GAZ (AFG);W922005613;RNA
351;ASSOC FR DU GAZ NATUREL POUR VEHICULES;399808237;SIREN
351;FRANCE BIOMETHANE;W343019670;RNA
351;ASSOCIATION FRANCAISE POUR L'HYDROGENE ET LES PILES A COMBUSTIBLE;419636303;SIREN
351;SYNDICAT DES ENERGIES RENOUVELABLES;419710280;SIREN
351;FRANCE GAZ RENOUVELABLES;H967846231;HATVP
352;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
353;MOUVEMENT ENTREPRISE FRANCE INTERNATIONA;378236376;SIREN
353;CGPME COMMUNICATION;438965352;SIREN
355;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
356;UNION  TRANSPORTS PUBLICS FERROVIAIRES;784408643;SIREN
356;INSTITUT DE LA GESTION DELEGUEE;407693837;SIREN
356;FEDERATION NATIONALE TRANSPORT VOYAGEURS;393264379;SIREN
357;UNION DES ENTREPRISES DE PROXIMITE;349681098;SIREN
358;GROUPE DES FEDERATIONS INDUSTRIELLES;404091621;SIREN
358;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
358;ALLIANCE POUR L'INDUSTRIE DU FUTUR;813297710;SIREN
358;UNION INDUSTRIES METALLURGIQUES MINIERES;784717191;SIREN
358;AVENIR TRANSPORTS;439476250;SIREN
358;CONSEIL DES INDUSTRIES DE LA CONFIANCE ET DE LA SECURITE;829519289;SIREN
360;SYNDICAT DES MEDIAS DE SERVICE PUBLIC;798695391;SIREN
360;GROUPEMENT EDITEURS SERVICES EN LIGNE;347769879;SIREN
361;FEDERATION NATIONALE MUTUALITE FRANCAISE;304426240;SIREN
364;FED NAT ASS SOUS-OFF RESERVE;784313538;SIREN
364;UNION NAT OFFICIERS RESERVE;784180804;SIREN
368;LE MOUVEMENT ASSOCIATIF;430349100;SIREN
368;CONSEIL NAL DES EMPLOYEURS ASSOCIATIFS;483326518;SIREN
368;OBSERVATOIRE NATIONAL VLEJ;429836125;SIREN
370;SYND NAT ETS RETRAITE PERSONNES AGEES;440687226;SIREN
370;COM'PUBLICS;398995142;SIREN
370;E H P A FORMATION;432843548;SIREN
370;ALTEUS CONSEIL;522833250;SIREN
372;SYNDICAT DES ENERGIES RENOUVELABLES;419710280;SIREN
372;ASS UNION FRANCAISE DE L'ELECTRICITE;432492007;SIREN
372;FENARIVE;428495535;SIREN
372;ASSO DES ENTREP DU BASSIN ADOUR GARONNE;445148570;SIREN
372;ASS PREVENT POLLUT INDUST PROTECT ENVIRO;398581611;SIREN
372;ASSOCIATION DES RIVERAINS DE FRANCE;449303841;SIREN
372;SOC HYDROTECHNIQUE DE FRANCE;784309056;SIREN
373;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
375;FEDER FR AGCES PRESSE ET INFORM AUDIOVIS;784204703;SIREN
375;FESAC;484376678;SIREN
375;ASSOCIATION DE MEDIATION ET D'ARBITRAGE PROFESSIONNEL DE L'AUDIOVISUEL;753747914;SIREN
376;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
377;JEUNES AGRICULTEURS BOURGOGNE FRANCHE-COMTE;430005942;SIREN
378;UNIDEN;434856894;SIREN
379;SYNTEC NUMERIQUE;384719001;SIREN
379;SYNDICAT DES ENERGIES RENOUVELABLES;419710280;SIREN
379;FEDERATION DES INDUSTRIES DES RESEAUX D INITIATIVE PUBLIQUE;790734990;SIREN
382;ASSOCIATION FRANCAISE DES CONSEILS EN LOBBYING ET AFFAIRES PUBLIQUES (AFCL);H000000001;HATVP
383;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
383;LABORATOIRES INTERNATIONAUX DE RECHERCHE;424399004;SIREN
383;ASS GPE INT POUR PHARMACIE DE RECHERCHE;401255468;SIREN
383;EUROPEAN AMERICAN CHAMBER OF COMMERCE FRANCE;784854358;SIREN
384;ASSOCIATION FRANCAISE DES CONSEILS EN LOBBYING ET AFFAIRES PUBLIQUES (AFCL);H000000001;HATVP
386;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
386;ASS GPE INT POUR PHARMACIE DE RECHERCHE;401255468;SIREN
387;DIALOGUES;479789877;SIREN
387;COMITE FRANC ENVIRON DEVELOP DURABLE;399155779;SIREN
387;ASSOCIATION EUROSUD TRANSPORT;387841315;SIREN
387;ASSOCIATION CONFRONTATIONS;387716798;SIREN
387;INSTITUT DE L ENTREPRISE;302655154;SIREN
387;COMITE FRANCAIS DE L ASSOS MONDIALE DE LA ROUTE;491914370;SIREN
387;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
387;INSTITUT NATIONAL DE RECHERCHES ARCHEOLOGIQUES PREVENTIVES;180092264;SIREN
387;INSTITUT DES ROUTES DES RUES ET DES INFRASTRUCTURES POUR LA MOBILITE;420200271;SIREN
387;UNION ROUTIERE DE FRANCE;784361701;SIREN
387;TRANSPORT DEVELOP INTERMODALITE ENVIRON;439721978;SIREN
387;CERCLE FRANCAIS DE L EAU;383309044;SIREN
387;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
389;FEDERATION DU COMMERCE ET DE LA DISTRIBUTION;809768047;SIREN
389;FEDERATION ENTREPRISES VENTE A DISTANCE;784854994;SIREN
389;UNION DES ANNONCEURS;784669533;SIREN
389;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
391;FEDERATION FR DES INDUSTRIES DE SANTE;481770725;SIREN
391;CONSEIL INTERPROFESSIONNEL DE L OPTIQUE CIO;502259054;SIREN
393;MOUV ENTREPRI FRANCE MEDEF ILE DE FRANCE;784717423;SIREN
396;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
398;UNION NATIONALE DES ASSOCIATIONS AGREEES DU SYSTEME DE SANTE;481370039;SIREN
399;FEDERATION DES INDUSTRIES MECANIQUES;775671688;SIREN
400;FEDERATION NATIONALE DES OFFICES PUBLICS DE L'HABITAT;428437529;SIREN
400;UNION SOCIALE POUR HABITAT REG CTRE;421013012;SIREN
400;UNION NATIONALE FEDERATION H L M;775697907;SIREN
401;FEDERATION JUMEAUX ET PLUS;W751227364;RNA
401;UNION DEPART ASS FAMILIALES 92;785443482;SIREN
403;ASSOCIATION FRANCAISE DE NORMALISATION;775724818;SIREN
403;MISSION ECOTER;421891938;SIREN
403;AMIF PARTENAIRES;395254659;SIREN
403;RESEAU GESAT;381727833;SIREN
403;FEDERATION NATIONALE DES TP - FNTP;784359788;SIREN
403;GROUP IND MAT EQUIP ELEC ELECT;305061855;SIREN
403;SYNDICAT DES ENERGIES RENOUVELABLES;419710280;SIREN
403;TRANSPORT DEVELOP INTERMODALITE ENVIRON;439721978;SIREN
403;RESEAU DES TERRITOIRES INNOVANTS;514025832;SIREN
403;ASS UNION FRANCAISE DE L'ELECTRICITE;432492007;SIREN
403;ADVANCITY;487828097;SIREN
403;ASSOCIATION FRANCAISE DES CORRESPONDANTS A LA PROTECTION DES DONNEES A CARACTERE PERSONNEL;503314353;SIREN
403;ORGANISATION PROFESSIONNELLE DE LA PREVENTION DANS LE BATIMENT ET TRAVAUX PUBLICS;775725914;SIREN
403;SYNDICAT ENTREPRISES DE GENIE ELECTRIQUE;784357550;SIREN
404;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
404;AFEP;391358363;SIREN
404;LE CERCLE DE L'INDUSTRIE;394192389;SIREN
404;ASSOCIATION NATIONALE DES OPERATEURS DETAILLANTS EN ENERGIE;W751178527;RNA
404;ASSOCIATION FRANCAISE DU GAZ;784854820;SIREN
404;ASS UNION FRANCAISE DE L'ELECTRICITE;432492007;SIREN
404;SYNDICAT DES ENERGIES RENOUVELABLES;419710280;SIREN
404;UPRIGAZ(UNION PROF.INDUSTRIES PRIV. GAZ);429801665;SIREN
404;UNION FRANCAISE INDUSTRIES PETROLIERES;784668527;SIREN
404;INSTITUT DE L ENTREPRISE;302655154;SIREN
404;ASSOCIATION NAT SOCIETES PAR ACTIONS;784718561;SIREN
404;ASS FRANCAISE JURISTES ENTREPRISES;431589076;SIREN
404;EVOLEN;534585419;SIREN
404;UNION DES ANNONCEURS;784669533;SIREN
405;ASS FRANCAISE ENTREPRISES INVESTISSEMENT;348036278;SIREN
405;PARIS EUROPLACE;393769252;SIREN
407;CONSEIL DU COMMERCE DE FRANCE;784856528;SIREN
407;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
408;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
409;CCI FRANCE;187500020;SIREN
411;F.H.P;383841293;SIREN
411;SYND NAT ETS RETRAITE PERSONNES AGEES;440687226;SIREN
412;FONDATION POUR LE DROIT CONTINENTAL;507793149;SIREN
412;MISSION DE RECHERCHE DROIT ET JUSTICE;180089500;SIREN
412;Le CLIO - Comité de liaison des institutions ordinales;H249650017;HATVP
412;GIP JUSTICE COOPERATION INTERNATIONALE;130016462;SIREN
412;INSTITUT DES HAUTES ETUDES SUR JUSTICE;383830262;SIREN
414;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
416;UNION NATIONALE FEDERATION H L M;775697907;SIREN
418;ASS PROMOTION VOLAILLE FRANCAISE;479907388;SIREN
421;CONSEIL DES INDUSTRIES DE LA CONFIANCE ET DE LA SECURITE;829519289;SIREN
421;ASS RELATIONS AVEC POUVOIRS PUBLICS;480217165;SIREN
422;FEDERATION NATIONALE DES TP - FNTP;784359788;SIREN
423;SYND NATION INDUST TECHNOL MEDICALES;307330845;SIREN
425;CHAMBRE DE COMMERCE ET D INDUSTRIE DE REGION PAYS DE LA LOIRE;184401289;SIREN
425;CCI FRANCE;187500020;SIREN
427;FEDERATION NATIONALE DES TP - FNTP;784359788;SIREN
427;FED IDUST ELECTR ELECTRONIQUES  COMMUNIC;775688443;SIREN
429;FEDERATION RAYONS SOLEIL ENFANCE;422081554;SIREN
430;UNION NATIONAL INDUS CARRIERE MATERIEL;784717043;SIREN
431;CENTRE NAT EXPERTISE DES PROFESSIONNELS DE L ENERGIE GAZ;537498255;SIREN
431;ASSOCIAT TECHNIQUE ENERGIE ENVIRONNEMENT;315062786;SIREN
431;GROUPEMENT DES PROFESSIONNELS DES CERTIFICATS D'ECONOMIES D'ENERGIE (GPC2E);W133019766;RNA
432;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
433;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
435;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
435;FEDERATION DU COMMERCE ET DE LA DISTRIBUTION;809768047;SIREN
435;FEDERATION ENTREPRISES VENTE A DISTANCE;784854994;SIREN
435;UNION DES ANNONCEURS;784669533;SIREN
436;CONFE FRANC COMME GROS INTER COMME INTER;784669152;SIREN
437;ASS FRANCAISE JURISTES ENTREPRISES;431589076;SIREN
437;MOUVEMENT ENTREPRISE FRANCE INTERNATIONA;378236376;SIREN
437;INSTITUT FRANCAIS DES ADMINISTRATEURS;451971675;SIREN
437;ASSOCIATION NAT SOCIETES PAR ACTIONS;784718561;SIREN
437;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
437;ESTA EUROPEAN STEEL TUBE ASSOCIATION;433326212;SIREN
437;ALLIANCE DES MINERAIS MINERAUX ET METAUX - A3M;801944315;SIREN
