beneficiaire_action_menee;action_representation_interet_id;action_menee_en_propre
PROFIL CAR CHUNG;13;0
JFA2C;13;0
SOCIETE YVERICE;13;0
AUTO CLEAN;13;0
GARAGE BELLECOTE;13;0
CARROSSERIE PAIS FRERES;13;0
DECROUX ANNIE SIMONE GEORGETTE;13;0
COLOR AUTO;13;0
SARL BERTRAND DESBIOLLES;13;0
CARROSSERIE VITTOZ SARL;13;0
E.B. CARROSSERIE;13;0
VALAUTO ROUBAIX;13;0
VALAUTO LAMBERSART;13;0
CARROSSERIE ALESI ET FILS;13;0
FRANCHI SYLVAIN;13;0
BOURDET XAVIER SAMUEL FABRICE;13;0
CARROSSERIE THUIRINOISE;13;0
BASSET PIERRE;13;0
CITROEN CHAMPIONNET ORDENER VAUVENARGUES-CARROSSERIE LEBAR;13;0
CARROSSERIE KARMA;13;0
CARROSSERIE JOREL SARL;13;0
DOS REIS HENRIQUE ANTONIO;13;0
GRENY CARROSSERIE;13;0
S.N. CARROSSERIE DE THOIRY;13;0
CARROSSERIE DUMOULIN SARL;13;0
CORDET BRUNO;13;0
CARROSSERIE ROUTIN;13;0
CHRISTOPHE CARROSSERIE;13;0
BRIE AUTOMOBILES;13;0
CARROSSERIE GOUVERNEYRE;13;0
GARAGE NICOLAS;13;0
CARROSSERIE CARROT;13;0
CARROSSERIE F. GRILLET;13;0
CARMINATI FRANCK;13;0
CARROSSERIE FONTANA;13;0
BRUNI SARL;13;0
VEXOR;13;0
CARROSSERIE MODERNE OLIVIER DELATTRE;13;0
KOWALCZUK ERIC EDOUARD;13;0
GARAGE TIERCE;13;0
CARROSSERIE BEAUCHAMPS;13;0
GARAGE PICHON;13;0
CHEVALIERCARROSSERIE;13;0
EURL CARROSSERIE PHILIPPE POUDE;13;0
VERMOREL DAVID ROBERT;13;0
CARROSSERIE BARLET ET COMPAGNIE;13;0
CARROSSERIE JOSE GARCIA;13;0
AUTOMOBILE DU DRONCKAERT;13;0
VAL DE LYS AUTOMOBILES;13;0
CARROSSERIE FONTAINE FABRICE;13;0
VALAUTO RONCQ;13;0
CARROSSERIE PAYEN;13;0
CARROSSERIE CANDELIER;13;0
CARROSSERIE BOUT;13;0
CARROSSERIE PAPI;13;0
AUTO RACING;13;0
M A S;13;0
GARAGE LIGUORI;13;0
CARROSSERIE DU GARLABAN;13;0
CARROSSERIE CENTER;13;0
SOCIETE DAO ANDREO;13;0
CARROSSERIE LA CASCADE;13;0
J.B. SERVICES;13;0
GARAGE CLAVEL;13;0
LEQUEUX JULIEN;13;0
SARL BARRAL ET FILS;13;0
ROBLES AUTOMOBILE;13;0
AUTO 2000;13;0
SOC D EXPLOITATION DE LA CARROSSERIE J.R. BOYER;13;0
CARROSSERIE DUVAL;13;0
GARAGE WINK CAR;13;0
GSF RENOVAUTO;13;0
ELIX THIERRY;13;0
BARY CARROSSERIE;13;0
AMELINA;13;0
33 DEBOSSELAGE;13;0
OLIER THIERRY RENE;13;0
CTRE.REPARATION AUTOMOBILE M.POULET;13;0
GARAGE DUQUESNE;13;0
CARROSSERIE NICOLAS;13;0
CARROSSERIE FONTENAISIENNE;13;0
SOCIETE DE DISTRIBUTION ET DE REPARATION AUTOMOBILE S D R A;13;0
SOCIETE NOUVELLE GARAGE DE LA MAIRIE;13;0
GARAGE DE LA BOULE;13;0
LINE DEBOSSELAGE;13;0
OJM AUTOMOBILES;13;0
SARL RIBEIRO;13;0
BOSS MASTERS;13;0
RP DRANCY;13;0
SERVICE AUTO VILLENEUVE;13;0
CKL AUTO;13;0
AUTO VITRAGE CHAMPIGNY;13;0
GARAGE GENTILLY;13;0
SERVICE RAPIDE PRESTATIONS AUTOMOBILES;13;0
AUTO DC;13;0
PEINTURE MECANIQUE 95;13;0
FAST AUTO;13;0
F C PEINTURE;13;0
E.S.Y.;13;0
CARROSSERIE RAPHAEL;13;0
VEYRINES;13;0
CARROSSERIE MIDENA;13;0
SARL CARROSSERIE NAVARRO;13;0
CARROSSERIE BAULE;13;0
GARAGE THIVILLIER;13;0
GARAGE PHILIP;13;0
ROSE CARROSSERIE INDUSTRIELLE;13;0
CARROSSERIE J.G.;13;0
CARROSSERIE GARAGE MONTS DE LA MADELEINE;13;0
CARROSSERIE JACQUET;13;0
CARROSSERIE SALANON;13;0
LIEVEAUX LUDOVIC ROBERT JOEL;13;0
SOCIETE D'EX DU GARAGE CLAUDE SCHULTZ;13;0
TPC BOUGIVAL TOLERIE PEINTURE DU CENTRE;13;0
MVR EVOLUTION;13;0
CARROSSERIE D ORGEVAL;13;0
STOP AUTO;13;0
PARK AUTO;13;0
CONCEPT REPAIR ORADOU;13;0
SAS GARAGE DEBUS PERE ET FILS;13;0
AMSELLEM JEAN CLAUDE;13;0
BPC;13;0
CARROSSERIE DE L'INSA;13;0
L'ARTISAN CARROSSIER;13;0
AJV;13;0
DE SAINT JEAN FILS;13;0
VARNIER SEBASTIEN;13;0
BC2M;13;0
CARROSSERIE FALLUEL;13;0
VALAUTO LOMME;13;0
EUROPAUTO SOC EXPL GARAGE HEYRITZ;13;0
GARAGE ANTHONY;13;0
SARL GARAGE OBERLE;13;0
CARROSSERIE KNORR;13;0
SARL GARAGE KLEIN FRERES;13;0
OUEST AUTOMOBILE;13;0
GARAGE SOHM;13;0
GARAGE BADINA;13;0
SARL TRITZ PIERRE;13;0
CARROSSERIE MATTHAEY;13;0
GARAGE TRITZ JEAN-PIERRE ET FILS;13;0
GRUBER AUTOMOBILE;13;0
GARAGE MEICHEL;13;0
BAUER ALFRED GEORGES;13;0
GARAGE SUSS;13;0
SOC.EXPL.DU GARAGE MALDONADO;13;0
GARAGE LAAS;13;0
DIAZ MAROTTO STEPHANE;13;0
CARROSSERIE LEYSSALLE FILS;13;0
SMB CAR;13;0
IZON AUTO MOTO;13;0
SARL CARROSSERIE BOUCHON ET FILS;13;0
SAS CARROSSERIE DE BRUGES CENTRE;13;0
ARCAS AUTOMOBILES;13;0
ALTON STEPHANE;13;0
VIGNAU;13;0
CARROSSERIE ENZO;13;0
AUTO SATISFACTION;13;0
ALLORY ANTHONY;13;0
GARAGE CHEREAU FRERES;13;0
P H S;13;0
CARROSSERIE NANTOU;13;0
CARROSSERIE LUDOVIC JOUSSET;13;0
LARCHER;13;0
KARL ASSELOT SARL;13;0
ETABLISSEMENTS DEBOISLOREY;13;0
CARROSSERIE LOQUET;13;0
CARROSSERIE ROBELET;13;0
CARROSSERIE PATRICE BARADA;13;0
PATTIER PASCAL;13;0
CARROSSERIE JOUANNIC;13;0
SN CARROSSERIE 56;13;0
CARROSSERIE DU SCORFF L.D.;13;0
SE CARROSSERIE AUTOMOBILE KERBELLEC A;13;0
SARL JEGAT;13;0
KARLAGATHE;13;0
CARROSSERIE LE CORRE;13;0
GARAGE LE GLEUT;13;0
SARL CARROSSERIE EVANNO;13;0
CARROSSERIE ROYER;13;0
CARROSSERIE DE KERTHOMAS;13;0
CARROSSERIE LE BLEVENEC;13;0
CARROSSERIE MODERNE;13;0
B.C  AUTOMOBILES;13;0
DESCADEILLAS PIERRICK ANDRE MARIE;13;0
SOC EXPLOITATION ETAB DUNEAU;13;0
SOC NOUVELLE TOLERIE MODERNE;13;0
ETS DUPRESSOIR SARL;13;0
CAP 45;13;0
GARAGE GAUTHIER EURL;13;0
ACP CARROSSERIE BOISSARD;13;0
CARROSSERIE PLOTTON SARL;13;0
CARROSSERIE JOEL SOUCHARD ET FILS SARL;13;0
DESVER EURL;13;0
EDE;13;0
CARROSSERIE ZAMBEAUX;13;0
CARAXIAL;13;0
SARL ATELIERS CANGIONI;13;0
S.W;13;0
CARROSSERIE GARREL;13;0
AUTOLIFT;13;0
VINCENT AUTO LIFTING;13;0
CARROSSERIE AUGUSTE;13;0
CARROSSERIE GNANI;13;0
CHALMEL STEPHANE ALAIN;13;0
CARROSSERIE  GUARDIA;13;0
AGUILAR MANUEL;13;0
GIMENEZ;13;0
SARL CARROSSERIE MEDINA;13;0
PRODECO;13;0
DELOS DAVID DANIEL GEORGES;13;0
ETABLISSEMENTS FONT ELIE;13;0
MAC CALLUM CYRIL WILLIAM;13;0
SARL CARROSSERIE PIANENCQUE;13;0
LECORRE;13;0
MATAS JEAN-FRANCOIS;13;0
CANU BERNARD PASCAL;13;0
MAURETA ERIC;13;0
GARAGE LOUIS;13;0
CARROSSERIE SCHAFF VL;13;0
SARL CARROSSERIE BOURDON;13;0
WOIPPY ET BONUS PARE - BRISE;13;0
SARL LA JUVENTUS;13;0
GROUPE CARROSSERIES 88 SARL;13;0
GARAGE BRUGIER;13;0
STE CARROSSERIE SERIGNAC;13;0
NATIONAL CARROSSERIE;13;0
SARL CARROSSERIE SAINT SIMON;13;0
SARL CARROSSERIE ASSISTANCE TOGUE;13;0
GARAGE GATTI;13;0
SARL CARROSSERIE LACAZE;13;0
ROBOAM NICOLAS STEPHANE;13;0
SOCIETE MOGA ET FILS;13;0
"SARL ""F.B AUTOMOBILE """;13;0
CARROSSERIE SAINT JEAN;13;0
SOCIETE D'EXPLOITATION CARROSSERIE COLLARD;13;0
MECAPEINTOL;13;0
A ESPACE CARROSSERIE PEREZ;13;0
ETABLISSEMENTS FOURCADE ET FILS;13;0
LYS AUTO 31;13;0
SARL CARROSSERIE PORCHERON;13;0
STIVAL CARROSSERIE;13;0
EYCHENNE FREDERIC;13;0
FB AUTOMOBILE CASTELNAU D'ESTRETEFONDS;13;0
CARROSSERIE TONIOL FRERES;13;0
CARROSSERIE COSTES;13;0
SARL CARROSSERIE PASA;13;0
CARROSSERIE CABAL;13;0
DOUSSAU YVES;13;0
LACOSTE DIDIER;13;0
CARROSSERIE MENDOISE;13;0
SARL BARRAQUE CARROS VEHIC LEGER & INDUS;13;0
SARL MARTIN FRERES;13;0
SOC EXPL CARROSSERIE VIDAL;13;0
SOCIETE D'EXPLOITATION DES ETABLISSEMENTS CARROSSERIE PORTILLO PAR ABREVIATION SEE CARROSSERIE PORTILLO;13;0
CARROSSERIE NOGUEIRA;13;0
GABRIEL ANDRE;13;0
CARROSSERIE LEMBEYE;13;0
LES CARROSSIERS REUNIS;13;0
CARROSSERIE COULON;13;0
CARROSSERIE VIAL;13;0
FRANCE CARROSSERIE;13;0
AUTO PARDOEN;13;0
PARK AUTO;13;0
MOBIL PARE-BRISE;13;0
GARAGE LE VILLAGE;13;0
IGNY AUTO;13;0
DEBOSS ST;13;0
LDC DEBOSSELAGE;13;0
THIVILLIER OLIVER YVETTE;13;0
CARROSSERIE REMILLY;13;0
CARROSSERIE PETIT;13;0
CARROSSERIE BERGER;13;0
EURL RIGAUDIER CARROSSERIE DES GRANDES TERRES;13;0
SARL PARIAUD;13;0
CARROSSERIE LECAT ET FILS;13;0
CARROSSERIE VIOLA;13;0
UNION DES PIMMS;14;1
UNION DES PIMMS;15;1
UNION DES PIMMS;16;1
UNION DES PIMMS;17;1
UNION DES PIMMS;18;1
UNION DES PIMMS;19;1
UNION DES PIMMS;20;1
UNION DES PIMMS;21;1
UNION DES PIMMS;22;1
UNION DES PIMMS;23;1
UNION DES PIMMS;24;1
UNION DES PIMMS;25;1
UNION DES PIMMS;26;1
UNION DES PIMMS;27;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;28;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;29;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;30;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;31;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;32;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;33;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;34;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;35;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;36;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;37;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;38;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;39;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;40;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;41;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;42;1
COMITE VALEURS MOYENNES EUROP MIDDLENEXT;43;1
SYND NATIONAL PROFESSION DU CHIEN & CHAT;44;1
SYND NATIONAL PROFESSION DU CHIEN & CHAT;45;1
SYND NATIONAL PROFESSION DU CHIEN & CHAT;46;1
SYND NATIONAL PROFESSION DU CHIEN & CHAT;47;1
SYND NATIONAL PROFESSION DU CHIEN & CHAT;48;1
SYND NATIONAL PROFESSION DU CHIEN & CHAT;49;1
SYND NATIONAL PROFESSION DU CHIEN & CHAT;50;1
SYND NATIONAL PROFESSION DU CHIEN & CHAT;51;1
SYND NATIONAL PROFESSION DU CHIEN & CHAT;52;1
SYND NATIONAL PROFESSION DU CHIEN & CHAT;53;1
SYND NATIONAL PROFESSION DU CHIEN & CHAT;54;1
SYND NATIONAL PROFESSION DU CHIEN & CHAT;55;1
SYND NATIONAL PROFESSION DU CHIEN & CHAT;56;1
SYND NATIONAL PROFESSION DU CHIEN & CHAT;57;1
OBSERVATOIRE DU VEHICULE D ENTREPRISE;58;1
OBSERVATOIRE DU VEHICULE D ENTREPRISE;59;1
DOCTOLIB;60;1
DOCTOLIB;61;1
DOCTOLIB;62;1
FESAC;63;1
FESAC;64;1
FESAC;65;1
FESAC;66;1
FESAC;67;1
FESAC;68;1
FONDATION APPRENTIS D AUTEUIL;69;1
FONDATION APPRENTIS D AUTEUIL;70;1
FONDATION APPRENTIS D AUTEUIL;71;1
FONDATION D AUTEUIL;72;1
SCHIBSTED FRANCE;73;1
SCHIBSTED FRANCE;74;1
SCHIBSTED FRANCE;75;1
SCHIBSTED FRANCE;76;1
SCHIBSTED FRANCE;77;1
INSTITUT DES AVOCATS CONSEILS FISCAUX;78;1
INSTITUT DES AVOCATS CONSEILS FISCAUX;79;1
INSTITUT DES AVOCATS CONSEILS FISCAUX;80;1
INSTITUT DES AVOCATS CONSEILS FISCAUX;81;1
INSTITUT DES AVOCATS CONSEILS FISCAUX;82;1
INSTITUT DES AVOCATS CONSEILS FISCAUX;83;1
INSTITUT DES AVOCATS CONSEILS FISCAUX;84;1
INSTITUT DES AVOCATS CONSEILS FISCAUX;85;1
INSTITUT DES AVOCATS CONSEILS FISCAUX;86;1
INSTITUT DES AVOCATS CONSEILS FISCAUX;87;1
FEDERATION ENTREP TRANSPORT LOGIS FRANCE;88;1
FEDERATION ENTREP TRANSPORT LOGIS FRANCE;89;1
FEDERATION ENTREP TRANSPORT LOGIS FRANCE;90;1
FEDERATION ENTREP TRANSPORT LOGIS FRANCE;91;1
FEDERATION ENTREP TRANSPORT LOGIS FRANCE;92;1
ENTREPRENEURS DES TERRITOIRES PAYS;93;1
ENTREPRENEURS DES TERRITOIRES PAYS;94;1
ENTREPRENEURS DES TERRITOIRES PAYS;95;1
ENTREPRENEURS DES TERRITOIRES PAYS;96;1
ENTREPRENEURS DES TERRITOIRES PAYS;97;1
Conseil central des pharmaciens d'officines de l'Ordre national des pharmaciens;98;1
Conseil central des pharmaciens d'officines de l'Ordre national des pharmaciens;99;1
Conseil central des pharmaciens d'officines de l'Ordre national des pharmaciens;100;1
Conseil central des pharmaciens d'officines de l'Ordre national des pharmaciens;101;1
Conseil central des pharmaciens d'officines de l'Ordre national des pharmaciens;102;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;103;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;104;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;105;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;106;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;107;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;108;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;109;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;110;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;111;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;112;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;113;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;114;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;115;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;116;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;117;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;118;1
FEDERATION DU BATIMENT & DES TP DE VAUCL;119;1
GRANDES SOURCES WATTWILLER;120;0
SA EAUX MINERALES EVIAN;120;0
SOCIETE DES EAUX DE MONT ROUCOUS;120;0
SOCIETE DES EAUX MINERALES D'OGEU;120;0
SOCIETE DES EAUX DE VOLVIC;120;0
SNC NEPTUNE DISTRIBUTION;120;0
NESTLE WATERS FRANCE;120;0
GRANDES SOURCES WATTWILLER;121;0
SA EAUX MINERALES EVIAN;121;0
SOCIETE DES EAUX DE MONT ROUCOUS;121;0
SOCIETE DES EAUX MINERALES D'OGEU;121;0
SOCIETE DES EAUX DE VOLVIC;121;0
SNC NEPTUNE DISTRIBUTION;121;0
NESTLE WATERS FRANCE;121;0
GRANDES SOURCES WATTWILLER;122;0
SA EAUX MINERALES EVIAN;122;0
SOCIETE DES EAUX DE MONT ROUCOUS;122;0
SOCIETE DES EAUX MINERALES D'OGEU;122;0
SOCIETE DES EAUX DE VOLVIC;122;0
SNC NEPTUNE DISTRIBUTION;122;0
NESTLE WATERS FRANCE;122;0
GRANDES SOURCES WATTWILLER;123;0
SA EAUX MINERALES EVIAN;123;0
SOCIETE DES EAUX DE MONT ROUCOUS;123;0
SOCIETE DES EAUX MINERALES D'OGEU;123;0
SOCIETE DES EAUX DE VOLVIC;123;0
SNC NEPTUNE DISTRIBUTION;123;0
NESTLE WATERS FRANCE;123;0
GRANDES SOURCES WATTWILLER;124;0
SA EAUX MINERALES EVIAN;124;0
SOCIETE DES EAUX DE MONT ROUCOUS;124;0
SOCIETE DES EAUX MINERALES D'OGEU;124;0
SOCIETE DES EAUX DE VOLVIC;124;0
SNC NEPTUNE DISTRIBUTION;124;0
NESTLE WATERS FRANCE;124;0
CHAMBRE SYND EAUX MINERALES;125;1
CHAMBRE SYND EAUX MINERALES;126;1
CHAMBRE SYND EAUX MINERALES;127;1
CHAMBRE SYND EAUX MINERALES;128;1
CACEIS;129;1
CACEIS;130;1
CHAMBRE COMMERCE INDUSTRIE DU PAYS ARLES;131;1
CHAMBRE COMMERCE INDUSTRIE DU PAYS ARLES;132;1
CHAMBRE COMMERCE INDUSTRIE DU PAYS ARLES;133;1
CHAMBRE COMMERCE INDUSTRIE DU PAYS ARLES;134;1
CHAMBRE COMMERCE INDUSTRIE DU PAYS ARLES;135;1
MUTUALITE FRANCAISE AQUITAINE;136;1
MUTUALITE FRANCAISE AQUITAINE;137;1
MUTUALITE FRANCAISE AQUITAINE;138;1
MUTUALITE FRANCAISE AQUITAINE;139;1
MUTUALITE FRANCAISE AQUITAINE;140;1
GROUPE INTERSPORT;141;0
ITM ENTREPRISES SA;141;0
STARTER LES NOUVEAUX DISQUAIRES;141;0
SA COOPERATIVE D'OPTICIENS LUNETIERS;141;0
SOCIETE POUR L'APPROVISIONNEMENT, LA PROMOTION ET LES ETUDES COMMERCIALES;141;0
FRANCE MATERNITE;141;0
S.C.H.C. (SOCIETE COOPERATIVE DES HOTELS CITOTEL);141;0
ENTENTE PROF SPECIALISTES ENF;141;0
COMPTOIR FRANCAIS DE LA QUINCAILLERIE;141;0
EK FRANCE SARL;141;0
EUROPEENNE D HOTELLERIE;141;0
GENERALE D EXPANSION;141;0
UNIFRANCE;141;0
ATOL;141;0
COOPERATIVE PARFUMEURS PASSION BEAUTE;141;0
SOCIETE D'ACHATS PHOTO CINE;141;0
KRYS GROUP SERVICES;141;0
SYNALIA;141;0
ENTENDRE;141;0
SELECTOUR AFAT ENTREPRISE;141;0
GROUPEMENT DES LIBRAIRES DE BANDE DESSINEE;141;0
SA COOPERATIVE EUROPECHE;141;0
CENTRALE EUROPEENNE DE DISTRIBUTION - C10;141;0
MAPOTEL SA;141;0
ANWR-GARANT FRANCE;141;0
SOCIETE COOPERATIVE FINANCIERE ET DE DEVELOPPEMENT ECF;141;0
COOPERATIVE U ENSEIGNE;141;0
ASS CENTR DISTRIBUT E LECLERC;141;0
SOCIETE ANONYME COOPERATIVE GIPHAR;141;0
ASTERA;141;0
GIROPHARM;141;0
BIOMONDE SOLIDARITE;141;0
GROUPE WELCOOP;141;0
ESPACE COOPERATIVE;141;0
EURO PISCINE SERVICES;141;0
EX&CO;141;0
SCM SOCIETE COOPERATIVE DU MEUBLE;141;0
MONSIEUR JARDINAGE;141;0
ACTURA;141;0
EDRA;141;0
GASEL;141;0
GROUPEMENT DES INSTALLATEURS FRANCAIS;141;0
HEXA PLUS SANTE;141;0
GADOL OPTIC 2000;141;0
ALKOR;141;0
J AIME MON COURTIER;141;0
COMPAGNIE DES ARCHITECTEURS;141;0
L'ADRESSE DES CONSEILS IMMOBILIERS;141;0
LES GENTLEMEN DU DEMENAGEMENT;141;0
ORFI FRANCE;141;0
SOCIETE COOPERATIVE DES COURTIERS D'ASSURANCE S C C A;141;0
SOC COOPE RENOVATION EQUIPEMENT COMMERCE;141;0
UNION DIFFUS INFORM FUNERAIRE EUROPEENNE;141;0
COOPERATIVE DES GOLFS INDEPENDANTS;141;0
SPORT 2000 FRANCE;141;0
AXENERGIE;141;0
CARRELIA DEVELOPPEMENT;141;0
ESPACE COOPERATIVE;142;0
EURO PISCINE SERVICES;142;0
EX&CO;142;0
SCM SOCIETE COOPERATIVE DU MEUBLE;142;0
MONSIEUR JARDINAGE;142;0
ACTURA;142;0
EDRA;142;0
GASEL;142;0
GROUPEMENT DES INSTALLATEURS FRANCAIS;142;0
HEXA PLUS SANTE;142;0
GADOL OPTIC 2000;142;0
ALKOR;142;0
J AIME MON COURTIER;142;0
COMPAGNIE DES ARCHITECTEURS;142;0
L'ADRESSE DES CONSEILS IMMOBILIERS;142;0
LES GENTLEMEN DU DEMENAGEMENT;142;0
ORFI FRANCE;142;0
SOCIETE COOPERATIVE DES COURTIERS D'ASSURANCE S C C A;142;0
SOC COOPE RENOVATION EQUIPEMENT COMMERCE;142;0
UNION DIFFUS INFORM FUNERAIRE EUROPEENNE;142;0
COOPERATIVE DES GOLFS INDEPENDANTS;142;0
SPORT 2000 FRANCE;142;0
AXENERGIE;142;0
CARRELIA DEVELOPPEMENT;142;0
GROUPE INTERSPORT;142;0
ITM ENTREPRISES SA;142;0
STARTER LES NOUVEAUX DISQUAIRES;142;0
SA COOPERATIVE D'OPTICIENS LUNETIERS;142;0
SOCIETE POUR L'APPROVISIONNEMENT, LA PROMOTION ET LES ETUDES COMMERCIALES;142;0
FRANCE MATERNITE;142;0
S.C.H.C. (SOCIETE COOPERATIVE DES HOTELS CITOTEL);142;0
ENTENTE PROF SPECIALISTES ENF;142;0
COMPTOIR FRANCAIS DE LA QUINCAILLERIE;142;0
EK FRANCE SARL;142;0
EUROPEENNE D HOTELLERIE;142;0
GENERALE D EXPANSION;142;0
UNIFRANCE;142;0
ATOL;142;0
COOPERATIVE PARFUMEURS PASSION BEAUTE;142;0
SOCIETE D'ACHATS PHOTO CINE;142;0
KRYS GROUP SERVICES;142;0
SYNALIA;142;0
ENTENDRE;142;0
SELECTOUR AFAT ENTREPRISE;142;0
GROUPEMENT DES LIBRAIRES DE BANDE DESSINEE;142;0
SA COOPERATIVE EUROPECHE;142;0
CENTRALE EUROPEENNE DE DISTRIBUTION - C10;142;0
MAPOTEL SA;142;0
ANWR-GARANT FRANCE;142;0
SOCIETE COOPERATIVE FINANCIERE ET DE DEVELOPPEMENT ECF;142;0
COOPERATIVE U ENSEIGNE;142;0
ASS CENTR DISTRIBUT E LECLERC;142;0
SOCIETE ANONYME COOPERATIVE GIPHAR;142;0
ASTERA;142;0
GIROPHARM;142;0
BIOMONDE SOLIDARITE;142;0
GROUPE WELCOOP;142;0
GROUPE INTERSPORT;143;0
ITM ENTREPRISES SA;143;0
STARTER LES NOUVEAUX DISQUAIRES;143;0
SA COOPERATIVE D'OPTICIENS LUNETIERS;143;0
SOCIETE POUR L'APPROVISIONNEMENT, LA PROMOTION ET LES ETUDES COMMERCIALES;143;0
FRANCE MATERNITE;143;0
S.C.H.C. (SOCIETE COOPERATIVE DES HOTELS CITOTEL);143;0
ENTENTE PROF SPECIALISTES ENF;143;0
COMPTOIR FRANCAIS DE LA QUINCAILLERIE;143;0
EK FRANCE SARL;143;0
EUROPEENNE D HOTELLERIE;143;0
GENERALE D EXPANSION;143;0
UNIFRANCE;143;0
ATOL;143;0
COOPERATIVE PARFUMEURS PASSION BEAUTE;143;0
SOCIETE D'ACHATS PHOTO CINE;143;0
KRYS GROUP SERVICES;143;0
SYNALIA;143;0
ENTENDRE;143;0
SELECTOUR AFAT ENTREPRISE;143;0
GROUPEMENT DES LIBRAIRES DE BANDE DESSINEE;143;0
SA COOPERATIVE EUROPECHE;143;0
CENTRALE EUROPEENNE DE DISTRIBUTION - C10;143;0
MAPOTEL SA;143;0
ANWR-GARANT FRANCE;143;0
SOCIETE COOPERATIVE FINANCIERE ET DE DEVELOPPEMENT ECF;143;0
COOPERATIVE U ENSEIGNE;143;0
ASS CENTR DISTRIBUT E LECLERC;143;0
SOCIETE ANONYME COOPERATIVE GIPHAR;143;0
ASTERA;143;0
GIROPHARM;143;0
BIOMONDE SOLIDARITE;143;0
GROUPE WELCOOP;143;0
ESPACE COOPERATIVE;143;0
EURO PISCINE SERVICES;143;0
EX&CO;143;0
SCM SOCIETE COOPERATIVE DU MEUBLE;143;0
MONSIEUR JARDINAGE;143;0
ACTURA;143;0
EDRA;143;0
GASEL;143;0
GROUPEMENT DES INSTALLATEURS FRANCAIS;143;0
HEXA PLUS SANTE;143;0
GADOL OPTIC 2000;143;0
ALKOR;143;0
J AIME MON COURTIER;143;0
COMPAGNIE DES ARCHITECTEURS;143;0
L'ADRESSE DES CONSEILS IMMOBILIERS;143;0
LES GENTLEMEN DU DEMENAGEMENT;143;0
ORFI FRANCE;143;0
SOCIETE COOPERATIVE DES COURTIERS D'ASSURANCE S C C A;143;0
SOC COOPE RENOVATION EQUIPEMENT COMMERCE;143;0
UNION DIFFUS INFORM FUNERAIRE EUROPEENNE;143;0
COOPERATIVE DES GOLFS INDEPENDANTS;143;0
SPORT 2000 FRANCE;143;0
AXENERGIE;143;0
CARRELIA DEVELOPPEMENT;143;0
GROUPE INTERSPORT;144;0
ITM ENTREPRISES SA;144;0
STARTER LES NOUVEAUX DISQUAIRES;144;0
SA COOPERATIVE D'OPTICIENS LUNETIERS;144;0
SOCIETE POUR L'APPROVISIONNEMENT, LA PROMOTION ET LES ETUDES COMMERCIALES;144;0
FRANCE MATERNITE;144;0
S.C.H.C. (SOCIETE COOPERATIVE DES HOTELS CITOTEL);144;0
ENTENTE PROF SPECIALISTES ENF;144;0
COMPTOIR FRANCAIS DE LA QUINCAILLERIE;144;0
EK FRANCE SARL;144;0
EUROPEENNE D HOTELLERIE;144;0
GENERALE D EXPANSION;144;0
UNIFRANCE;144;0
ATOL;144;0
COOPERATIVE PARFUMEURS PASSION BEAUTE;144;0
SOCIETE D'ACHATS PHOTO CINE;144;0
KRYS GROUP SERVICES;144;0
SYNALIA;144;0
ENTENDRE;144;0
SELECTOUR AFAT ENTREPRISE;144;0
GROUPEMENT DES LIBRAIRES DE BANDE DESSINEE;144;0
SA COOPERATIVE EUROPECHE;144;0
CENTRALE EUROPEENNE DE DISTRIBUTION - C10;144;0
MAPOTEL SA;144;0
ANWR-GARANT FRANCE;144;0
SOCIETE COOPERATIVE FINANCIERE ET DE DEVELOPPEMENT ECF;144;0
COOPERATIVE U ENSEIGNE;144;0
ASS CENTR DISTRIBUT E LECLERC;144;0
