domaines_intervention_actions_menees;activite_id
Industrie agroalimentaire;742
Dépollution;743
Déchets;743
Qualité de l'eau;743
Impact de l'activité industrielle;743
Taxes;744
Dialogue social;744
Droit du travail;744
Budget;744
Transport de voyageurs;745
Dépollution;746
Déchets;746
Retraites;747
Agriculture;748
Politique industrielle;749
Politique industrielle;750
Agriculture;750
Taxes;751
Impôts;751
Politique industrielle;751
Industrie agroalimentaire;751
Agriculture;752
Education;753
Formation professionnelle;753
Handicap;753
Recherche et innovation;753
Enseignement supérieur;753
Retraites;754
Retraites;755
Politique industrielle;756
Agriculture;756
Agriculture;757
Politique industrielle;758
Agriculture;758
Transport de voyageurs;759
Taxes;760
Dialogue social;760
Droit du travail;760
Budget;760
Qualité de l'eau;761
Sécurité et normes alimentaires;761
Politique industrielle;762
Taxes;763
Taxes;764
Dialogue social;764
Droit du travail;764
Budget;764
Assurance chômage;765
Dialogue social;765
Droit du travail;765
Dépollution;766
Déchets;766
Système de santé et médico-social;767
Marché du numérique;767
Taxes;768
Impôts;768
PME/TPE;768
Industrie agroalimentaire;768
Développement des territoires;768
Prévention;769
Politique industrielle;769
Industrie agroalimentaire;769
Brevet;770
Recherche et innovation;770
Education;771
Formation professionnelle;771
Transport de voyageurs;772
Déchets;773
Médicaments;774
Soins et maladies;774
Système de santé et médico-social;774
Transport de voyageurs;775
PME/TPE;776
Patrimoine;776
Industrie agroalimentaire;776
Développement des territoires;776
Agriculture;776
Transport de voyageurs;777
Retraites;778
Transport de voyageurs;779
Taxes;780
Impôts;780
PME/TPE;780
Industrie agroalimentaire;780
Développement des territoires;780
Taxes;781
Impôts;781
PME/TPE;781
Industrie agroalimentaire;781
Développement des territoires;781
Industrie agroalimentaire;782
Agriculture;782
Patrimoine;783
Développement des territoires;783
Energies renouvelables;784
Energies fossiles;784
Energie nucléaire;784
Logement;785
Construction;785
Accès à la culture;786
Education;786
Politique industrielle;787
Impact de l'activité industrielle;787
Industrie agroalimentaire;787
Déchets;788
Politique industrielle;788
Impact de l'activité industrielle;788
Déchets;789
Energies renouvelables;789
Energies fossiles;789
Logement;790
Construction;790
Politique industrielle;791
Impact de l'activité industrielle;791
Industrie agroalimentaire;791
Transport de voyageurs;792
Infrastructures;792
Education;793
Formation professionnelle;793
Handicap;793
Recherche et innovation;793
Enseignement supérieur;793
PME/TPE;794
Patrimoine;794
Industrie agroalimentaire;794
Développement des territoires;794
Agriculture;794
PME/TPE;795
Patrimoine;795
Industrie agroalimentaire;795
Développement des territoires;795
Agriculture;795
Transport de fret;796
Transport de voyageurs;796
Infrastructures;796
Protection des données;797
Marché du numérique;797
Sécurité routière;797
PME/TPE;798
Patrimoine;798
Industrie agroalimentaire;798
Développement des territoires;798
Agriculture;798
Transport de voyageurs;799
Transports alternatifs;799
Infrastructures;799
Dialogue social;800
Droit du travail;800
Formation professionnelle;800
PME/TPE;801
Patrimoine;801
Industrie agroalimentaire;801
Développement des territoires;801
Agriculture;801
Accès à l’Internet;802
Protection des données;802
Marché du numérique;802
Dialogue social;803
PME/TPE;803
Droit du travail;803
Aides aux entreprises;803
Formation professionnelle;803
Dialogue social;804
Aides aux entreprises;804
Formation professionnelle;804
Dialogue social;805
Droit du travail;805
Marchés réglementés;805
Marché du numérique;805
Education;806
Formation professionnelle;806
Handicap;806
Recherche et innovation;806
Enseignement supérieur;806
Education;807
Handicap;807
Enseignement supérieur;807
Dialogue social;808
Droit du travail;808
Formation professionnelle;808
Marchés réglementés;808
Politique industrielle;808
Dialogue social;809
Droit du travail;809
Politique industrielle;809
Marché du numérique;809
E-commerce;809
Dialogue social;810
Droit du travail;810
Formation professionnelle;810
Politique industrielle;810
Retraites;811
Assurance chômage;811
Dialogue social;811
Droit du travail;811
Dialogue social;812
Droit du travail;812
Formation professionnelle;812
Education;813
Formation professionnelle;813
Enseignement supérieur;813
Développement des territoires;813
Education;814
Formation professionnelle;814
Handicap;814
Enseignement supérieur;814
Taxes;815
Dialogue social;815
PME/TPE;815
Droit du travail;815
Assurance chômage;816
Dialogue social;816
Droit du travail;816
Dialogue social;817
Droit du travail;817
Marchés réglementés;817
Marché du numérique;817
Transport de voyageurs;818
Agriculture;819
Transport de fret;820
Dialogue social;821
Droit du travail;821
Droit du travail;822
Remboursements;822
Système de santé et médico-social;822
Budget;822
Transport de fret;823
Infrastructures;823
Transport de fret;824
Transport de voyageurs;825
Remboursements;826
Prévention;826
Soins et maladies;826
Système de santé et médico-social;826
Politique industrielle;827
Système de santé et médico-social;827
Impact de l'activité industrielle;827
Prévention;828
Soins et maladies;828
Système de santé et médico-social;828
Taxes;829
Prévention;829
Industrie agroalimentaire;829
Taxation;829
Taxes;830
Industrie agroalimentaire;830
Agriculture;830
Taxation;830
Budget;830
Bâtiments et travaux publics;831
Transport de voyageurs;832
Bâtiments et travaux publics;832
Logement;832
Construction;832
Infrastructures;832
Remboursements;833
Prévention;833
Médicaments;833
Soins et maladies;833
Système de santé et médico-social;833
Taxes;834
Impôts;834
Politique industrielle;834
Budget;834
Dialogue social;835
Droit du travail;835
Formation professionnelle;835
Taxes;836
Politique industrielle;836
Budget;836
Transport de fret;837
Transport de voyageurs;837
Collectivités territoriales;837
Transports alternatifs;837
Infrastructures;837
Politique industrielle;838
Agriculture;838
Finances;839
Taxes;839
Assurances;839
Impôts;839
Budget;839
Professions réglementées;840
Dialogue social;840
PME/TPE;840
Aides aux entreprises;840
Budget;840
Taxes;841
Dialogue social;842
Droit du travail;842
Dialogue social;843
Droit du travail;843
Formation professionnelle;843
Dialogue social;844
Droit du travail;844
Taxes;845
Impôts;845
Budget;845
Taxes;846
Normes de production;846
Déchets;846
Impact de l'activité industrielle;846
Forêt;846
Politique industrielle;847
Agriculture;847
Assurances;848
Taxes;849
Prévention;849
Industrie agroalimentaire;849
Taxation;849
Transport de voyageurs;850
Infrastructures;850
Professions réglementées;851
Dialogue social;851
PME/TPE;851
Aides aux entreprises;851
Budget;851
Bâtiments et travaux publics;852
Dépollution;853
Déchets;853
Dépollution;854
Déchets;854
Dépollution;855
Déchets;855
Dépollution;856
Déchets;856
Finances;857
Dialogue social;857
Droit du travail;857
Politique industrielle;857
Taxation;857
Déchets;858
Impact de l'activité industrielle;858
Energies renouvelables;858
Taxes;859
Impôts;859
PME/TPE;859
Politique industrielle;859
Budget;859
Déchets;860
Energies renouvelables;860
Remboursements;861
Prévention;861
Soins et maladies;861
Système de santé et médico-social;861
Retraites;862
Politique industrielle;863
Industrie agroalimentaire;863
Développement des territoires;863
Agriculture;863
Taxation;863
Occupation des sols;864
Bâtiments et travaux publics;864
Logement;864
Construction;864
Budget;864
Système de santé et médico-social;865
Droit du travail;866
Aides aux entreprises;866
Système de santé et médico-social;866
Handicap;866
Budget;866
Taxes;867
Normes de production;867
Déchets;867
Impact de l'activité industrielle;867
Forêt;867
Remboursements;868
Soins et maladies;868
Système de santé et médico-social;868
Dialogue social;869
Remboursements;869
Prévention;869
Soins et maladies;869
Budget;869
Taxes;870
Normes de production;870
Déchets;870
Impact de l'activité industrielle;870
Forêt;870
Presse écrite;871
Taxes;872
Prévention;872
Industrie agroalimentaire;872
Taxation;872
Droit du travail;873
Aides aux entreprises;873
Système de santé et médico-social;873
Handicap;873
Budget;873
Médicaments;874
Système de santé et médico-social;874
E-commerce;874
Industrie agroalimentaire;875
Agriculture;875
Taxes;876
PME/TPE;876
Prévention;876
Industrie agroalimentaire;876
Agriculture;876
Dépollution;877
Déchets;877
Taxes;878
Prévention;878
Transport de voyageurs;879
Impact des transports marchands et collectifs;879
Budget;879
Infrastructures;879
Taxes;880
Justice pénale;880
Dépollution;881
Déchets;881
Politique industrielle;882
Agriculture;882
Industrie agroalimentaire;883
Agriculture;883
Secret des affaires / Secret professionnel;884
Taxes;885
Impôts;885
Taxation;885
Taxes;886
Produits chimiques;886
Déchets;886
Impact de l'activité industrielle;886
Energies renouvelables;886
Droit du travail;887
Aides aux entreprises;887
Système de santé et médico-social;887
Handicap;887
Budget;887
Transport de fret;888
Transport de voyageurs;888
Collectivités territoriales;888
Transports alternatifs;888
Infrastructures;888
Politique industrielle;889
Industrie agroalimentaire;889
Développement des territoires;889
Agriculture;889
Taxation;889
Transport de voyageurs;890
Bâtiments et travaux publics;890
Logement;890
Construction;890
Infrastructures;890
Dialogue social;891
Remboursements;891
Prévention;891
Soins et maladies;891
Budget;891
Marchés réglementés;892
Médicaments;892
Soins et maladies;892
Système de santé et médico-social;892
Recherche et innovation;892
Soins et maladies;893
Remboursements;894
Système de santé et médico-social;894
Occupation des sols;895
Bâtiments et travaux publics;895
Logement;895
Construction;895
Transport de voyageurs;896
Transports alternatifs;896
Infrastructures;896
Taxes;897
Prévention;897
Industrie agroalimentaire;897
Taxation;897
Taxes;898
Industrie agroalimentaire;898
Agriculture;898
Taxation;898
Budget;898
PME/TPE;899
Appellations;899
Industrie agroalimentaire;899
Développement des territoires;899
Impôts;900
PME/TPE;900
Industrie agroalimentaire;900
Développement des territoires;900
Patrimoine;901
Prévention;901
Industrie agroalimentaire;901
Développement des territoires;901
Agriculture;901
Taxes;902
PME/TPE;902
Prévention;902
Industrie agroalimentaire;902
Agriculture;902
Soins et maladies;903
PME/TPE;904
Bien-être animal;904
Industrie agroalimentaire;904
Agriculture;904
Remboursements;905
Système de santé et médico-social;905
Système de santé et médico-social;906
Remboursements;907
Prévention;907
Médicaments;907
Système de santé et médico-social;907
E-commerce;907
Transport de voyageurs;908
Droit du travail;908
Presse écrite;908
Système de santé et médico-social;908
Marché du numérique;908
Médicaments;909
Taxes;910
Prévention;910
Industrie agroalimentaire;910
Taxation;910
Politique industrielle;911
Agriculture;912
Politique industrielle;913
Taxes;914
Industrie agroalimentaire;914
Agriculture;914
Taxation;914
Budget;914
Politique industrielle;915
Agriculture;915
Sécurité et normes alimentaires;916
Agriculture;916
Agriculture;917
Agriculture;918
Taxes;919
Prévention;919
Taxes;920
Industrie agroalimentaire;920
Taxes;921
Justice pénale;921
Taxes;922
Politique industrielle;923
Agriculture;924
Politique industrielle;925
Politique industrielle;926
Agriculture;926
Politique industrielle;927
Agriculture;927
Assurances;928
Retraites;929
Dialogue social;929
Système de santé et médico-social;929
Budget;929
Transport de fret;930
Transport de voyageurs;930
Collectivités territoriales;930
Transports alternatifs;930
Infrastructures;930
Droit du travail;931
Politique industrielle;932
Industrie agroalimentaire;932
Développement des territoires;932
Agriculture;932
Taxation;932
Taxes;933
Taxes;934
Prévention;934
Retraites;935
Dialogue social;935
Droit du travail;935
Taxes;936
PME/TPE;936
Prévention;936
Industrie agroalimentaire;936
Agriculture;936
PME/TPE;937
Aides aux entreprises;937
Professions réglementées;938
PME/TPE;938
Aides aux entreprises;938
PME/TPE;939
Aides aux entreprises;939
Espionnage et surveillance;940
Institutions judiciaires;940
Audiovisuel;941
Audiovisuel;942
Audiovisuel;943
Audiovisuel;944
Audiovisuel;945
Audiovisuel;946
Audiovisuel;947
Audiovisuel;948
PME/TPE;949
Dialogue social;950
PME/TPE;950
Aides aux entreprises;950
Formation professionnelle;950
PME/TPE;951
Dialogue social;952
PME/TPE;952
Formation professionnelle;952
Taxes;953
Audiovisuel;953
Cinéma;953
Marché du numérique;953
Taxes;954
Publicité;954
Audiovisuel;954
Cinéma;954
Marché du numérique;954
Taxes;955
Droit de la concurrence;955
Publicité;955
Audiovisuel;955
Marché du numérique;955
Publicité;956
Liberté d’expression et d’information;956
Audiovisuel;956
Discriminations;956
Egalité femmes/hommes;956
Accès aux moyens de télécommunications;957
Audiovisuel;957
Droit d'auteur;958
Audiovisuel;958
Sports;958
Marché du numérique;958
Audiovisuel;959
Patrimoine;959
Politique industrielle;959
Cinéma;959
Marché du numérique;959
Droit de la concurrence;960
Audiovisuel;960
Sports;960
Cinéma;960
Marché du numérique;960
Audiovisuel;961
Musique;961
Taxes;962
Audiovisuel;962
Taxes;963
Audiovisuel;963
Droit d'auteur;964
Audiovisuel;964
