action_menee;action_representation_interet_id;action_menee_autre
Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;230;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;231;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;231;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;232;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;232;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;233;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;233;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;234;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;234;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;235;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;235;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;236;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;236;
Envoyer des pétitions, lettres ouvertes, tracts;236;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;237;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;237;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;237;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;238;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;238;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;239;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;239;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;240;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;240;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;241;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;241;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;242;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;242;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;243;
Envoyer des pétitions, lettres ouvertes, tracts;243;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;244;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;244;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;245;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;245;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;246;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;246;
Autres : à préciser;247;Publication d'un magazine : Exigence Amiante
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;247;Publication d'un magazine : Exigence Amiante
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;247;Publication d'un magazine : Exigence Amiante
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;247;Publication d'un magazine : Exigence Amiante
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;248;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;248;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;249;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;249;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;250;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;250;
Organiser des discussions informelles ou des réunions en tête-à-tête;251;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;251;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;251;
Organiser des discussions informelles ou des réunions en tête-à-tête;252;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;252;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;253;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;253;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;254;
Organiser des discussions informelles ou des réunions en tête-à-tête;255;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;255;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;255;
Organiser des discussions informelles ou des réunions en tête-à-tête;256;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;256;
Organiser des discussions informelles ou des réunions en tête-à-tête;257;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;257;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;257;
Organiser des discussions informelles ou des réunions en tête-à-tête;258;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;258;
Organiser des discussions informelles ou des réunions en tête-à-tête;259;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;259;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;260;
Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;260;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;260;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;260;
Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;261;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;261;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;262;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;263;
Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;263;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;263;
