civilite_dirigeant;fonction_dirigeant;nom_dirigeant;prenom_dirigeant;representants_id;nom_prenom_dirigeant
M;Président-Fondateur;PETITHUGUENIN;Jean-Luc;214;PETITHUGUENIN Jean-Luc
MME;Présidente Directrice Générale;SCHILLAG;Diana;215;SCHILLAG Diana
M;PRESIDENT;MUNEROT;Laurent;216;MUNEROT Laurent
MME;SECRETAIRE GENERAL;DO COUTO;Marie-Frederique;216;DO COUTO Marie-Frederique
M;2ème VICE PRESIDENT;ORAIN;Jean-Louis;216;ORAIN Jean-Louis
M;1er VICE PRESIDENT;BARILLON;Pascal;216;BARILLON Pascal
M;Secrétaire Général;MARTZLOFF;Michel;217;MARTZLOFF Michel
M;Trésorier;VOISINE;Bertrand;217;VOISINE Bertrand
MME;Présidente;DEBRE;Isabelle;217;DEBRE Isabelle
MME;Directrice;MORIN;Laura;217;MORIN Laura
M;P.D.G;LAMBRECHT;Ben;218;LAMBRECHT Ben
M;Président Directeur Général;EYMEOUD;Jean-Baptiste;219;EYMEOUD Jean-Baptiste
M;PRESIDENT DEPARTEMENTAL UMIH 09;HUERTAS;Philippe;220;HUERTAS Philippe
M;Président;SALDUCCI;Jean-Philippe;221;SALDUCCI Jean-Philippe
M;Président;DELAINE;Yves;222;DELAINE Yves
M;Délégué Général;BOCQUELET;Hubert;222;BOCQUELET Hubert
M;Directeur gérant, executive managing director;SCHELL;Eric;223;SCHELL Eric
M;Président;BROUD;Patrick;224;BROUD Patrick
MME;Déléguée générale et responsable juridique;FOULON;Samantha;224;FOULON Samantha
MME;Trésorière adjointe;HUVELIN;Catherine;225;HUVELIN Catherine
MME;Sectétaire adjointe;ABATUT;Christelle;225;ABATUT Christelle
M;membre du Bureau;DAMIENS;Olivier;225;DAMIENS Olivier
MME;Secrétaire;DEVAUD;Gislaine;225;DEVAUD Gislaine
M;membre du Bureau;COIRAULT;Fabien;225;COIRAULT Fabien
M;vice-président;TALBOT;Jean-Luc;225;TALBOT Jean-Luc
M;vice-président;GUIGNARD;Claude;225;GUIGNARD Claude
MME;vice-présidente;BONNEAU;Christine;225;BONNEAU Christine
M;Trésorier;CACHET;Jean-François;225;CACHET Jean-François
M;Président;DUTRUC;Philippe;225;DUTRUC Philippe
M;Directeur général;LEFEVRE;Gérard;225;LEFEVRE Gérard
M;Directeur financier;ERIC;Jankowski;226;ERIC Jankowski
M;Directeur régional Grand Ouest & Outre-mer;PICHONNAT;Frédéric;226;PICHONNAT Frédéric
M;Directeur régional Ile-de-France;SERRANO;Alberto;226;SERRANO Alberto
M;Directeur régional Bourgogne Franche-Comté;VELUT;Philippe;226;VELUT Philippe
MME;Directrice régionale Nouvelle Aquitaine;VAREZ;Julie;226;VAREZ Julie
MME;Directrice régionale Auvergne Rhône-Alpes;ROQUETTE;Marie-Catherine;226;ROQUETTE Marie-Catherine
M;Directeur régional PACA Corse;JARRY;Claudy;226;JARRY Claudy
M;Président du conseil d'administration;ELEDJAM;Jean-Jacques;226;ELEDJAM Jean-Jacques
M;Directeur général;COMBE;Jean-Christophe;226;COMBE Jean-Christophe
MME;Directrice des activités bénévoles et de l'engagement;BIDEAU;Anne;226;BIDEAU Anne
M;Directeur adjoint des activités bénévoles et de l'engagement;CAHEN;Simon;226;CAHEN Simon
M;Directeur régional Normandie;COEFFARD;Ghislain;226;COEFFARD Ghislain
M;Directeur régional Occitanie;DUPUY;Olivier;226;DUPUY Olivier
M;Directeur général adjoint;BERNFELD;Guy;226;BERNFELD Guy
MME;Directrice des métiers sanitaires, sociaux et médico-sociaux;JAMOT;Murielle;226;JAMOT Murielle
MME;Directrice de Croix-Rouge insertion;CHAMBRE-SIMEHA;Chloé;226;CHAMBRE-SIMEHA Chloé
M;Directeur des régions;SCHWERTZ;Jean-Sébastien;226;SCHWERTZ Jean-Sébastien
M;Président Directeur Général;DEREZ;Thierry;227;DEREZ Thierry
MME;Présidente;QUEFFÉLEC;Véronique;228;QUEFFÉLEC Véronique
M;Président;VARIN;Philippe;229;VARIN Philippe
M;Directeur général;MOULIN WRIGHT;Vincent;229;MOULIN WRIGHT Vincent
M;Vice-président;DARMAYAN;Philippe;229;DARMAYAN Philippe
M;Président Directeur Général;CARETTE;Julien;230;CARETTE Julien
M;Président;MARTINET;Yves;231;MARTINET Yves
M;Président;TOLO;Jean-Pierre;232;TOLO Jean-Pierre
MME;Bâtonnier de Paris;PEYRON;Marie-Aimée;233;PEYRON Marie-Aimée
M;Vice-Bâtonnier de Paris;ADER;Basile;233;ADER Basile
M;Président;SANCHEZ;Marc;234;SANCHEZ Marc
MME;Représentante par délégation;MEDOU-MARERE;Isabelle;235;MEDOU-MARERE Isabelle
M;Trésorier;CARCELES;Jean-Paul;235;CARCELES Jean-Paul
M;Président;SEEBOTH;Mario;235;SEEBOTH Mario
M;Président;PANNAUD;Guillaume;236;PANNAUD Guillaume
M;Vice-Président;KORENGOLD;Emlyn;236;KORENGOLD Emlyn
MME;Directrice Générale;THOMANN;Anne-Cécile;236;THOMANN Anne-Cécile
M;Président;ANRACT;Dominique;237;ANRACT Dominique
M;Président;HOT;Bruno;238;HOT Bruno
M;Directeur général;DU CRAY;Bertrand;238;DU CRAY Bertrand
M;Président depuis le 23/03/2018;BONNET;Vincent;239;BONNET Vincent
MME;Directeur Général;HENRY;Madelon;240;HENRY Madelon
M;PRESIDENT CCI OUEST NORMANDIE;DUFEU;Daniel;240;DUFEU Daniel
M;Directeur Général;GAUTIER;Willy;241;GAUTIER Willy
MME;Directrice Générale;RADIX;Lydia;241;RADIX Lydia
MME;Président;NOTARIANNI;Anna;241;NOTARIANNI Anna
M;Directeur genéral;ROGER;Stephane;241;ROGER Stephane
MME;Directrice;BERGER;Cyrielle;242;BERGER Cyrielle
M;Président Directeur Général;LEFEBVRE;Romain;243;LEFEBVRE Romain
M;Président, Directeur Général;PRIKAZSKY;Marc;244;PRIKAZSKY Marc
MME;PRESIDENTE;LABBE;Arlette;245;LABBE Arlette
M;Directeur Général;BOIS;Pierre-Emmanuel;246;BOIS Pierre-Emmanuel
M;Président;JOUËT;Frédéric;246;JOUËT Frédéric
M;PRESIDENT;BOUCHARA;Guillaume;247;BOUCHARA Guillaume
MME;Directrice Générale Santé Humaine de Boehringer Ingelheim France;WIJSEN;Christiane;248;WIJSEN Christiane
M;Président de Boehringer Ingelheim France;SCHEFTSIK DE SZOLNOK;Jean;248;SCHEFTSIK DE SZOLNOK Jean
M;Directeur Finance et Administration;DUCHAMP;Mathieu;248;DUCHAMP Mathieu
M;président;LEFEIVRE;Michel;249;LEFEIVRE Michel
M;Président Directeur Général;LAYANI;Stéphane;250;LAYANI Stéphane
M;Responsable Développement;RIEM;Christian;251;RIEM Christian
M;Gérant;GIRE;Pierre Jean;251;GIRE Pierre Jean
MME;Responsable Communication;JACQUET;Martine;251;JACQUET Martine
MME;Présidente;MAZOYER;Anne;252;MAZOYER Anne
M;Président;JAHSHAN;Philippe;253;JAHSHAN Philippe
M;directeur exécutif;BLION;Reynald;253;BLION Reynald
M;Associé;RIVIÈRE;Vianney;254;RIVIÈRE Vianney
M;Directeur Général;SINOU;Bernard;255;SINOU Bernard
M;Directeur Général Délégué;MERIEUX;Alexandre;255;MERIEUX Alexandre
M;Directeur Général Délégué;BAGUENAULT DE PUCHESSE;Michel;255;BAGUENAULT DE PUCHESSE Michel
M;Directeur Général Délégué;LABORDE MEDEVIELLE;Jean-Jacques;255;LABORDE MEDEVIELLE Jean-Jacques
M;Président;LUCAS;Didier;256;LUCAS Didier
MME;Secrétaire Générale;KERBORIOU;Edwige;256;KERBORIOU Edwige
M;PRESIDENT;ENGEL;Xavier;257;ENGEL Xavier
M;Président;BOUR;Daniel;258;BOUR Daniel
M;Président;PERRIN;Yves;259;PERRIN Yves
M;Président;CAVIROT;Johan;260;CAVIROT Johan
M;Président;JEAN;Kévin;261;JEAN Kévin
M;président;HEGUY;Roland;262;HEGUY Roland
M;Directeur général;LUDWICZAK;Artur;263;LUDWICZAK Artur
M;Gérant;KAUFFMANN;Adrien;264;KAUFFMANN Adrien
M;Président;DE GASQUET;Cyril;265;DE GASQUET Cyril
M;Directeur Général;COTTET;Alain;266;COTTET Alain
M;Président;PERES;François-Xavier;267;PERES François-Xavier
M;Président;ALLART DE HEES;Hervé;268;ALLART DE HEES Hervé
M;Premier Vice-Président;DUBOISSET;Gilles;269;DUBOISSET Gilles
M;Vice-Président;VAYLET;Jean;269;VAYLET Jean
M;Vice-Président;POULET;Jean-Paul;269;POULET Jean-Paul
M;Vice-Président;VILLARET;Bernard;269;VILLARET Bernard
M;Vice-Président;GUIBERT;Alain;269;GUIBERT Alain
M;Vice-Président;DOLLEANS;Jean-Luc;269;DOLLEANS Jean-Luc
M;Vice-Président;METRAL;Guy;269;METRAL Guy
M;Vice-Président;IMBERTON;Emmanuel;269;IMBERTON Emmanuel
M;Vice-Président;PARAIRE;Daniel;269;PARAIRE Daniel
M;Vice-Président;GASTINNE;Bruno;269;GASTINNE Bruno
M;Trésorier;RAMPA;Pierre;269;RAMPA Pierre
M;Secrétaire;SERVANTIE;Stéphane;269;SERVANTIE Stéphane
MME;Trésoruère adjointe;BERTILLOT;Agnès;269;BERTILLOT Agnès
M;Vice-Président;CLAUDE;Barbin;269;CLAUDE Barbin
M;Vice-Président;FONTENAT;Patrice;269;FONTENAT Patrice
M;Vice-Président;MAISONNEUVE;Jean-Baptiste;269;MAISONNEUVE Jean-Baptiste
M;Président;GUERAND;Philippe;269;GUERAND Philippe
M;Président;NICOLAIEFF;Bernard;270;NICOLAIEFF Bernard
M;Gérant;MORRIER;Pierre;271;MORRIER Pierre
M;Président;JOLY;Stéphane;272;JOLY Stéphane
M;Président Directeur Général;JEANTET;Patrick;273;JEANTET Patrick
M;Président;TEISSEYRE;Gilles;274;TEISSEYRE Gilles
M;Directeur général;POCHEBONNE;Arnaud;275;POCHEBONNE Arnaud
M;Vice-Président Sécurité;GUTEN;Michel;276;GUTEN Michel
M;Vice-Président Affaires Culturelles;BORGIA;Hugues;276;BORGIA Hugues
M;Vice-président Relations investisseurs et foncières;COSTA;Eric;276;COSTA Eric
M;Secrétaire général;SANCHEZ;Armand;276;SANCHEZ Armand
M;Trésorier;COURT;Jean-François;276;COURT Jean-François
M;Président;REINHARDT;Jean-Noël;276;REINHARDT Jean-Noël
M;SECRETAIRE;PUZO;Anthony;277;PUZO Anthony
M;PRESIDENT;PUZO;Antoine;277;PUZO Antoine
M;PRESIDENT;VAN ROBAIS;Arnaud;278;VAN ROBAIS Arnaud
M;Président;ALI AMER;Bassel;279;ALI AMER Bassel
MME;Directeur Général, Pharmacien Responsable;SEDILOT;Corine;279;SEDILOT Corine
M;Vice Président d'ANVOL;HUTTEPAIN;Gilles;280;HUTTEPAIN Gilles
MME;Directrice d'ANVOL;RICHARD;Anne;280;RICHARD Anne
M;Président d'ANVOL;SCHAEFFER;Jean-Michel;280;SCHAEFFER Jean-Michel
M;Délégué Général;BOCQUELET;Hubert;281;BOCQUELET Hubert
M;Président;LE SAINT;Loïc;281;LE SAINT Loïc
M;Vice-Président;APOSTOLO;François-Xavier;281;APOSTOLO François-Xavier
M;Trésorier;SCALA;Olivier;281;SCALA Olivier
M;Président;EVRARD;Patrick;282;EVRARD Patrick
M;Directeur Général;DUPONT;Grégoire;282;DUPONT Grégoire
M;Président de COMILOG France SAS;VERSCHAEVE;Guillaume;283;VERSCHAEVE Guillaume
M;Président Directeur Général;JUERY;Pascal;284;JUERY Pascal
M;PRESIDENT;RICHARD;Denis;285;RICHARD Denis
MME;Présidente;BIGOT;Josiane;286;BIGOT Josiane
MME;Administratrice et trésorière;MONTAMAT;Véronique;287;MONTAMAT Véronique
M;Administrateur;HARDION;Thierry;287;HARDION Thierry
M;Administrateur;BEAUDET;Guy;287;BEAUDET Guy
MME;Administratrice;MARQUES DUFOUR;Muriel;287;MARQUES DUFOUR Muriel
M;Administrateur;PETIT;Hervé;287;PETIT Hervé
MME;Administratrice;DESPIERRE;Sophie;287;DESPIERRE Sophie
M;Administrateur et vice président;PREVOST;Emmanuel;287;PREVOST Emmanuel
M;Administrateur et vice président;AUBIN;Pierre;287;AUBIN Pierre
MME;Administratrice et secrétaire générale;ZERAH;Karine;287;ZERAH Karine
MME;Administratrice et présidente;VAN CAUWENBERGE;Isabelle;287;VAN CAUWENBERGE Isabelle
M;Directeur général;MARTINEZ;Enrique;288;MARTINEZ Enrique
M;Président;PROVOST;Serge;289;PROVOST Serge
M;Sécrétaire;OLIVIER;Jean Claude;289;OLIVIER Jean Claude
M;Président;QUÉNEL;Nicolas;290;QUÉNEL Nicolas
MME;Trésorière;ACATRINEI-ALDEA;Amélie;290;ACATRINEI-ALDEA Amélie
M;Fondateur;DUPUI-CASTERES;Arnaud;291;DUPUI-CASTERES Arnaud
M;Associé;DIDIER;Guillaume;291;DIDIER Guillaume
M;Associé;PORTA;Laurent;291;PORTA Laurent
MME;Associée;DUBOS;Corinne;291;DUBOS Corinne
M;Président Directeur Général;HACHEMI;Nordine;292;HACHEMI Nordine
M;Président;VIGUIER;Pascal;293;VIGUIER Pascal
M;Directeur général;BOURGAREL;Damien;293;BOURGAREL Damien
M;Président;LETHUILLIER;Jacques;294;LETHUILLIER Jacques
M;Président Directeur Général;FIXOT;Jean;295;FIXOT Jean
M;Président;BHAGOOA;Yves;296;BHAGOOA Yves
M;Président HEINEKEN France;SABRIE;Pascal;297;SABRIE Pascal
MME;Secrétaire Générale;PEREZ CASTELLANO;Pascale;297;PEREZ CASTELLANO Pascale
M;Président France Boissons;LATOUR;Loic;297;LATOUR Loic
MME;Présidente;DAGNOGO;Claire;298;DAGNOGO Claire
MME;Présidente;SAMPERMANS;Françoise;299;SAMPERMANS Françoise
M;Président;DORE;Christophe;300;DORE Christophe
M;GERANT;BISBAU;Alain;301;BISBAU Alain
M;Président;MAMBRINI;Francis;302;MAMBRINI Francis
M;Président;RONAT;Maurice;303;RONAT Maurice
M;Trésorier;RIOTON;Régis;304;RIOTON Régis
M;Président;DESSUS;Denis;304;DESSUS Denis
MME;vice-présidente;FLICOTEAUX;Valérie;304;FLICOTEAUX Valérie
MME;Secrétaire;DESPLANQUES-BETTINGER;Anne;304;DESPLANQUES-BETTINGER Anne
M;vice-président;WIRTH;Eric;304;WIRTH Eric
MME;Présidente;LUSTMAN;Florence;305;LUSTMAN Florence
M;Président;THAUNIER;Emmanuel;306;THAUNIER Emmanuel
M;Directeur général;GERVAIS;Bertrand;306;GERVAIS Bertrand
M;Président;LOÏS;Mallet;307;LOÏS Mallet
MME;Déléguée Générale;ALUNNO;Julie;307;ALUNNO Julie
M;Président;MARCELLIN;Marc;308;MARCELLIN Marc
M;1er Vice-Président;BENDANO;André;308;BENDANO André
M;2ème Vice-Président;CLEMENT;Jean-Louis;308;CLEMENT Jean-Louis
M;3ème Vice-Président;CABUZEL;Jacques;308;CABUZEL Jacques
M;4ème Vice-Président;GUY;Philippe;308;GUY Philippe
M;PRESIDENT;PARAIRE;Daniel;309;PARAIRE Daniel
M;Directeur Exécutif;BERTRAND;Patrick;310;BERTRAND Patrick
M;Président;WRIGHT;Simon;310;WRIGHT Simon
M;Président;GRISET;Alain;311;GRISET Alain
M;1er Vice-Président en charge des affaires sociales, des relations du travail et de la parité;LIEBUS;Patrick;311;LIEBUS Patrick
M;2e Vice-Président en charge des affaires économiques et fiscales, du développement durable et des territoires;CHASSANG;Michel;311;CHASSANG Michel
M;3e Vice-Président en charge de l'éducation, de l'orientation et de la formation;MAUVIGNEY;Joël;311;MAUVIGNEY Joël
M;4e Vice-Président en charge des affaires européennes;MARTIN;Pierre;311;MARTIN Pierre
M;Secrétaire général;BURBAN;Pierre;311;BURBAN Pierre
M;DIRECTEUR GENERAL;VIAL;Augustin;312;VIAL Augustin
MME;DIRECTEUR FINANCIER;FOUCART;Claire;312;FOUCART Claire
M;Président;BERTIN;Emmanuel;313;BERTIN Emmanuel
M;Directeur général;THORAVAL;Gaëtan;314;THORAVAL Gaëtan
MME;Président Directeur Général;MEAUX;Anne;315;MEAUX Anne
M;Président;WEBER;Jean-Jacques;316;WEBER Jean-Jacques
M;président;MARTIN;Philippe;317;MARTIN Philippe
M;secrétaire;LALAOUI;Idriss;317;LALAOUI Idriss
M;Trésorier;FAYOLAS;Michel;317;FAYOLAS Michel
M;membre du CA;LARUELLE;Michel;317;LARUELLE Michel
M;membre du CA;TARASSE;Jean-Jacques;317;TARASSE Jean-Jacques
M;Président;DELOINGCE;Lionel;318;DELOINGCE Lionel
M;Président délégué;VALLUIS;Bernard;318;VALLUIS Bernard
M;PRÉSIDENT;BARTHOLOMÉ;Francis;319;BARTHOLOMÉ Francis
M;DÉLÉGUÉ GÉNÉRAL;HORENT;Xavier;319;HORENT Xavier
M;Président;DE ROTHSCHILD;Edouard;320;DE ROTHSCHILD Edouard
M;Directeur Général;DELLOYE;Olivier;320;DELLOYE Olivier
M;Président;COINTREAU;Jean-Pierre;321;COINTREAU Jean-Pierre
M;Président;JACQUEMARD;Christophe;322;JACQUEMARD Christophe
M;Secrétaire Général;JOLION;Frédéric;322;JOLION Frédéric
MME;Présidente;QUILÈS;Emmanuelle;323;QUILÈS Emmanuelle
M;Président;MIRIBEL;Benoît;324;MIRIBEL Benoît
MME;Déléguée générale;DE DURFORT;Béatrice;324;DE DURFORT Béatrice
M;Président;LEROUX;Alain;325;LEROUX Alain
M;Directeur Général;DUFOURCQ;Nicolas;326;DUFOURCQ Nicolas
M;Président;VILON;Jean-Marc;327;VILON Jean-Marc
MME;Délégué Général;PALLE-GUILLABERT;Françoise;327;PALLE-GUILLABERT Françoise
M;Président;FORMAGLIO;Francis;328;FORMAGLIO Francis
M;Président;DE LARMINAT;Guillaume;329;DE LARMINAT Guillaume
MME;CEO;PAROT;Caroline;330;PAROT Caroline
M;Deputy CEO;RUGGIERO;Fabrizio;330;RUGGIERO Fabrizio
M;Deputy CEO;MCCALL;Ken;330;MCCALL Ken
M;Administrateur;WEINTRITT;Volker;331;WEINTRITT Volker
MME;Administratrice;VALERO ARNAL;Esther;331;VALERO ARNAL Esther
M;Directeur associé;SEMELLE;Jacques-Henri;332;SEMELLE Jacques-Henri
M;Directeur associé;BERT;Joseph;332;BERT Joseph
M;Directeur général;BOURET;Thomas;333;BOURET Thomas
M;DG;COUASNET;Sébastien;334;COUASNET Sébastien
MME;Secrétaire et Trésorière;NGO MOUSSI;Angele;335;NGO MOUSSI Angele
M;Co-fondateur et Président;KERMALVEZEN (FOURNIS);Arthur;335;KERMALVEZEN (FOURNIS) Arthur
M;Président;PARGNEAUX;Gilles;336;PARGNEAUX Gilles
M;Directeur général;LINETTE;Cyril;337;LINETTE Cyril
M;Président du conseil d'administration;MÉHEUT;Bertrand;337;MÉHEUT Bertrand
MME;Directeur général;FAGE;Yasmine;338;FAGE Yasmine
M;Président;VARSAVSKY;Martin;338;VARSAVSKY Martin
M;Président;TARRACH;Martin;339;TARRACH Martin
M;Président;HEINZLEF;Olivier;340;HEINZLEF Olivier
M;Trésorier;COURAULT;Guillaume;340;COURAULT Guillaume
M;Secrétaire général;CAUDARD;Regis;340;CAUDARD Regis
M;Président;SANNINO;Patrick;341;SANNINO Patrick
M;Président;LOING;Ange;342;LOING Ange
M;PRESIDENT;VENTRE;Marc;343;VENTRE Marc
M;DIRECTEUR GENERAL;PEYRAT;Olivier;343;PEYRAT Olivier
M;Président;CAMUS;Hubert;344;CAMUS Hubert
M;Vice-Président;LEVY-WAITZ;Patrick;344;LEVY-WAITZ Patrick
M;Délégué Général;GARCIA;Cyril;344;GARCIA Cyril
M;Président;DENIAU;Patrice;345;DENIAU Patrice
MME;Directrice;GOTHIÈRE;Brigitte;346;GOTHIÈRE Brigitte
MME;Présidente;DUFOURMENTELLE;Juliette;347;DUFOURMENTELLE Juliette
MME;Gérant;D'ARCHIMBAUD;Isaure;348;D'ARCHIMBAUD Isaure
M;Directeur Général;GUILLEMOT;Philippe;349;GUILLEMOT Philippe
M;Président;COJAN;Gilles;349;COJAN Gilles
MME;Déléguée Générale Adjointe;THOMAS;Diane;350;THOMAS Diane
M;Président;ALBRIEUX;Pierre;350;ALBRIEUX Pierre
M;Délégué Général Adjoint;CHUFFART;Yoann;350;CHUFFART Yoann
M;Directeur général adjoint;DUVIEUSART;Pierre;351;DUVIEUSART Pierre
M;Directeur des opérations;EDMONT;Olivier;351;EDMONT Olivier
M;Directeur général;TROUVE;Thierry;351;TROUVE Thierry
M;Directeur du domaine de l'offre;COTIN;Pierre;351;COTIN Pierre
MME;Présidente;CYGLER;Barbara;352;CYGLER Barbara
M;Délégué Général;SABLIER;Bertrand;353;SABLIER Bertrand
M;Secrétaire général;ABBATUCCI;Séverin;353;ABBATUCCI Séverin
M;Président;CHANUT;Jacques;353;CHANUT Jacques
M;Président;QUIVOGNE;Jean-Luc;354;QUIVOGNE Jean-Luc
MME;Directrice générale;ASTIER;Caroline;354;ASTIER Caroline
M;Président;CHARLET;David;355;CHARLET David
M;Président-Directeur Général;MALLET;Thierry;356;MALLET Thierry
M;Président;LOMBARD;Armand;357;LOMBARD Armand
M;Trésorier;CONSTANT;Jean-Pierre;357;CONSTANT Jean-Pierre
M;Président;TRAPPIER;Eric;358;TRAPPIER Eric
M;Délégué Général;BOURLOT;Pierre;358;BOURLOT Pierre
M;Président;SALUSTRO;Olivier;359;SALUSTRO Olivier
MME;Présidente-Directrice générale;VEIL;Sibyle;360;VEIL Sibyle
M;Président;GOUEDARD;Frédéric;361;GOUEDARD Frédéric
M;Secrétaire Général;JUGNET;Fabrice;362;JUGNET Fabrice
M;Président;BARILLON;Pascal;362;BARILLON Pascal
M;Avocat;WILLEMS;Frédéric;363;WILLEMS Frédéric
M;Président national;RAMILLON-DEFFARGES;Renaud;364;RAMILLON-DEFFARGES Renaud
M;Secrétaire général;HUET;Laurent;364;HUET Laurent
M;Vice-Président;PROUZEAU;Stéphane;365;PROUZEAU Stéphane
M;Trésorier;BARTA;Guy;365;BARTA Guy
M;Secrétaire;ROQUIN;Laurent;365;ROQUIN Laurent
M;Président;JANOT;Lionel;365;JANOT Lionel
M;Président Directeur Géneral;SAVARY;Gilles;366;SAVARY Gilles
M;CEO;DE NICOLAŸ;Jean Aymard;367;DE NICOLAŸ Jean Aymard
MME;Présidente;DEMESSINE;Michelle;368;DEMESSINE Michelle
M;Gérant;LAMOTHE;Bruno;369;LAMOTHE Bruno
M;Président directeur général;FOURNET;Jean-Marie;370;FOURNET Jean-Marie
M;Directeur général délégué;WALTHER;Frédéric;370;WALTHER Frédéric
M;président;DE-WARREN;Nicolas;371;DE-WARREN Nicolas
MME;Présidente;ETCHEGOYHEN;Christine;372;ETCHEGOYHEN Christine
MME;Vice-Présidente;PÉNALBA;Anne;372;PÉNALBA Anne
M;Directeur Général;PATIN;Pierre-Henri;373;PATIN Pierre-Henri
M;Directeur Général;BELLANDI;Michele;373;BELLANDI Michele
MME;Directeur Général Délégué;LACHAT;Raphaelle;373;LACHAT Raphaelle
MME;Pharmacien Responsable;LACHAT;Raphaelle;373;LACHAT Raphaelle
M;Président;GRIST;Ashley;373;GRIST Ashley
MME;Présidente;GROZELIER;Isabelle;374;GROZELIER Isabelle
M;Président;GERIN;Christian;375;GERIN Christian
MME;Déléguée générale;BRAKA;Florence;375;BRAKA Florence
MME;Présidente;CHEZE DHO;Christine;376;CHEZE DHO Christine
M;PRESIDENT;LEVEQUE;Francois Xavier;377;LEVEQUE Francois Xavier
M;Directeur de site;LOGET;Bertrand;378;LOGET Bertrand
M;Directeur général;SHI;Weiliang;379;SHI Weiliang
MME;Co-présidente;GODET;Véronique;380;GODET Véronique
M;Co-président;FALEDAM;Jérémy;380;FALEDAM Jérémy
MME;Présidente;MATHIEU;Pascale;381;MATHIEU Pascale
M;Fondateur associé;BOUTEILLER;Samuel;382;BOUTEILLER Samuel
M;Président;FUMOLEAU;Pierre-Claude;383;FUMOLEAU Pierre-Claude
MME;Pharmacien Responsable - Directeur Général délégué;GRÉGOIRE;Sylvie;383;GRÉGOIRE Sylvie
M;Dirigeant;ADLER;Jean-Christophe;384;ADLER Jean-Christophe
M;Président Directeur Général;DE CHILLAZ;Grégoire;385;DE CHILLAZ Grégoire
M;Président;JOLY;Michel;386;JOLY Michel
M;Président;CAVAGNÉ;Bruno;387;CAVAGNÉ Bruno
M;Directeur général;GUEZ;Julien;387;GUEZ Julien
M;Directeur de Cabinet;ANGENAULT;Jean-Christophe;387;ANGENAULT Jean-Christophe
M;Président;PLATERO;Michel;388;PLATERO Michel
M;Président;CLOUZARD;Pascal;389;CLOUZARD Pascal
M;Vice-président;PERROCHAT;Jacques;390;PERROCHAT Jacques
M;Président;MICHELI;Olivier;390;MICHELI Olivier
M;Trésorier;DOUVÉSY;Jean-Michel;390;DOUVÉSY Jean-Michel
M;Président;COLIN;Jérôme;391;COLIN Jérôme
MME;Dirigeante;ACATRINEI-ALDEA;Amélie;392;ACATRINEI-ALDEA Amélie
M;Directeur Associé - Co-fondateur;RIPOULL;Jérôme;393;RIPOULL Jérôme
M;Directeur Associé - Co-fondateur;LAMKIN;Vincent;393;LAMKIN Vincent
M;Directeur Général;RAUTERBERG;Nils;394;RAUTERBERG Nils
MME;Présidente;LIND;Liliane;395;LIND Liliane
M;Secrétaire Général;KLEIN;Dominique;395;KLEIN Dominique
M;Président;SOURY;Patrick;396;SOURY Patrick
M;Président;SADDIER;Jérôme;397;SADDIER Jérôme
M;Président;PETIT;Georges;398;PETIT Georges
MME;Directrice Générale;AVRIL;Carole;398;AVRIL Carole
M;Président;SEPULCHRE DE CONDÉ;Didier;399;SEPULCHRE DE CONDÉ Didier
MME;PRESIDENT;LECLERC;Alexandrine;400;LECLERC Alexandrine
M;DIRECTEUR GENERAL;PASQUET;Olivier;400;PASQUET Olivier
MME;Présidente;POPPE;Stephanie;401;POPPE Stephanie
M;Président des Jeunes Agriculteurs Creuse;MAGNIER;Michaël;402;MAGNIER Michaël
M;PRESIDENT DIRECTEUR GENERAL;ROLLAND;Yann;403;ROLLAND Yann
M;Président-directeur général;POUYANNE;Patrick;404;POUYANNE Patrick
M;Président;DÉROBERT;Eric;405;DÉROBERT Eric
MME;Déléguée Générale;SAINT-PÉ;Stéphanie;405;SAINT-PÉ Stéphanie
M;Président;ARNOUX;Daniel;406;ARNOUX Daniel
M;Président;MORVAN;Bernard;407;MORVAN Bernard
M;Trésorier;BECKER;Jean Loup;407;BECKER Jean Loup
MME;Secrétaire Générale;FULTON;Bernadette;407;FULTON Bernadette
M;Président;GREFFIN;Damien;408;GREFFIN Damien
M;Président CCI YVELINES;BACHELIER;Gérard;409;BACHELIER Gérard
