secteur_activite;representants_id
Concurrence, consommation;271
Fiscalité, finances publiques;271
Environnement;271
Professions réglementées;271
Santé, sécurité sociale;272
Transports, logistique;273
Energie;274
Recherche, innovation;274
Environnement;274
Pouvoirs publics, institutions, fonction publique;274
Transports, logistique;274
Agriculture, alimentation, pêche;275
Banques, assurances, secteur financier;275
Fiscalité, finances publiques;275
Environnement;275
Santé, sécurité sociale;275
Transports, logistique;275
Concurrence, consommation;276
Travail, emploi, solidarité;276
Logement, aménagement du territoire, urbanisme;276
Sports, loisirs, tourisme;276
Professions réglementées;277
Santé, sécurité sociale;277
Transports, logistique;277
Défense, sécurité;278
Recherche, innovation;279
Santé, sécurité sociale;279
Agriculture, alimentation, pêche;280
Agriculture, alimentation, pêche;281
Travail, emploi, solidarité;281
Environnement;281
Banques, assurances, secteur financier;282
Concurrence, consommation;282
Travail, emploi, solidarité;282
Fiscalité, finances publiques;282
Santé, sécurité sociale;282
Economie;283
Energie;283
Environnement;283
Travail, emploi, solidarité;284
Energie;284
Recherche, innovation;284
Fiscalité, finances publiques;284
Environnement;284
Economie;285
Education, enseignement supérieur, formation;285
Travail, emploi, solidarité;285
Fiscalité, finances publiques;285
Santé, sécurité sociale;286
Questions de société;286
Travail, emploi, solidarité;287
Fiscalité, finances publiques;287
Justice;287
Numérique;287
Pouvoirs publics, institutions, fonction publique;287
Santé, sécurité sociale;287
Concurrence, consommation;288
Economie;288
Travail, emploi, solidarité;288
Médias, industries culturelles;288
Numérique;288
Agriculture, alimentation, pêche;289
Economie;289
Travail, emploi, solidarité;289
Energie;289
Recherche, innovation;289
Fiscalité, finances publiques;289
Environnement;289
Justice;289
Logement, aménagement du territoire, urbanisme;289
Pouvoirs publics, institutions, fonction publique;289
Santé, sécurité sociale;289
Questions de société;289
Transports, logistique;289
Défense, sécurité;290
Justice;290
Pouvoirs publics, institutions, fonction publique;290
Fiscalité, finances publiques;291
Justice;291
Logement, aménagement du territoire, urbanisme;291
Médias, industries culturelles;291
Professions réglementées;291
Santé, sécurité sociale;291
Transports, logistique;291
Logement, aménagement du territoire, urbanisme;292
Agriculture, alimentation, pêche;293
Recherche, innovation;293
Gouvernance d’entreprise;293
Environnement;293
Banques, assurances, secteur financier;294
Travail, emploi, solidarité;294
Santé, sécurité sociale;294
Environnement;295
Banques, assurances, secteur financier;296
Travail, emploi, solidarité;296
Outre-mer;296
Santé, sécurité sociale;296
Agriculture, alimentation, pêche;297
Transports, logistique;297
Education, enseignement supérieur, formation;298
Travail, emploi, solidarité;298
Recherche, innovation;298
Logement, aménagement du territoire, urbanisme;298
Transports, logistique;298
Travail, emploi, solidarité;299
Fiscalité, finances publiques;299
Numérique;299
Concurrence, consommation;300
Education, enseignement supérieur, formation;300
Travail, emploi, solidarité;300
Professions réglementées;300
Agriculture, alimentation, pêche;301
Economie;301
Environnement;301
Santé, sécurité sociale;301
Transports, logistique;301
Numérique;302
Pouvoirs publics, institutions, fonction publique;302
Santé, sécurité sociale;302
Fiscalité, finances publiques;303
Pouvoirs publics, institutions, fonction publique;303
Santé, sécurité sociale;303
Banques, assurances, secteur financier;303
Concurrence, consommation;303
Arts, patrimoine culturel;304
Environnement;304
Logement, aménagement du territoire, urbanisme;304
Professions réglementées;304
Banques, assurances, secteur financier;305
Economie;305
Fiscalité, finances publiques;305
Numérique;305
Economie;306
Education, enseignement supérieur, formation;306
Recherche, innovation;306
Logement, aménagement du territoire, urbanisme;306
Transports, logistique;306
Education, enseignement supérieur, formation;307
Environnement;307
Economie;308
Education, enseignement supérieur, formation;308
Travail, emploi, solidarité;308
Fiscalité, finances publiques;308
Santé, sécurité sociale;308
Commerce extérieur;309
Economie;309
Education, enseignement supérieur, formation;309
Logement, aménagement du territoire, urbanisme;309
Pouvoirs publics, institutions, fonction publique;309
Affaires étrangères, coopération internationale;310
Economie;311
Education, enseignement supérieur, formation;311
Travail, emploi, solidarité;311
Fiscalité, finances publiques;311
Santé, sécurité sociale;311
Agriculture, alimentation, pêche;312
Concurrence, consommation;312
Fiscalité, finances publiques;312
Santé, sécurité sociale;312
Santé, sécurité sociale;313
Energie;314
Logement, aménagement du territoire, urbanisme;314
Banques, assurances, secteur financier;315
Concurrence, consommation;315
Economie;315
Fiscalité, finances publiques;315
Logement, aménagement du territoire, urbanisme;315
Médias, industries culturelles;315
Numérique;315
Propriété intellectuelle;315
Transports, logistique;315
Arts, patrimoine culturel;316
Défense, sécurité;316
Economie;316
Education, enseignement supérieur, formation;316
Travail, emploi, solidarité;316
Education, enseignement supérieur, formation;317
Environnement;317
Logement, aménagement du territoire, urbanisme;317
Santé, sécurité sociale;317
Questions de société;317
Sports, loisirs, tourisme;317
Agriculture, alimentation, pêche;318
Economie;318
Travail, emploi, solidarité;318
Fiscalité, finances publiques;318
Transports, logistique;318
Economie;319
Travail, emploi, solidarité;319
Fiscalité, finances publiques;319
Environnement;319
Transports, logistique;319
Agriculture, alimentation, pêche;320
Pouvoirs publics, institutions, fonction publique;320
Sports, loisirs, tourisme;320
Travail, emploi, solidarité;321
Economie;322
Logement, aménagement du territoire, urbanisme;322
Recherche, innovation;323
Fiscalité, finances publiques;323
Santé, sécurité sociale;323
Recherche, innovation;324
Fiscalité, finances publiques;324
Questions de société;324
Economie;325
Travail, emploi, solidarité;325
Logement, aménagement du territoire, urbanisme;325
Banques, assurances, secteur financier;326
Commerce extérieur;326
Economie;326
Recherche, innovation;326
Fiscalité, finances publiques;326
Banques, assurances, secteur financier;327
Concurrence, consommation;327
Economie;327
Travail, emploi, solidarité;327
Fiscalité, finances publiques;327
Banques, assurances, secteur financier;328
Travail, emploi, solidarité;328
Santé, sécurité sociale;328
Energie;329
Environnement;329
Logement, aménagement du territoire, urbanisme;329
Sports, loisirs, tourisme;330
Transports, logistique;330
Commerce extérieur;331
Economie;331
Education, enseignement supérieur, formation;331
Travail, emploi, solidarité;331
Energie;331
Recherche, innovation;331
Environnement;331
Pouvoirs publics, institutions, fonction publique;331
Santé, sécurité sociale;331
Agriculture, alimentation, pêche;332
Economie;332
Energie;332
Fiscalité, finances publiques;332
Environnement;332
Numérique;332
Santé, sécurité sociale;332
Questions de société;332
Transports, logistique;332
Concurrence, consommation;333
Education, enseignement supérieur, formation;333
Travail, emploi, solidarité;333
Fiscalité, finances publiques;333
Logement, aménagement du territoire, urbanisme;333
Agriculture, alimentation, pêche;334
Education, enseignement supérieur, formation;335
Travail, emploi, solidarité;335
Justice;335
Médias, industries culturelles;335
Numérique;335
Pouvoirs publics, institutions, fonction publique;335
Santé, sécurité sociale;335
Questions de société;335
Communications électroniques;335
Affaires étrangères, coopération internationale;336
Agriculture, alimentation, pêche;336
Economie;336
Environnement;336
Transports, logistique;336
Economie;337
Fiscalité, finances publiques;337
Médias, industries culturelles;337
Numérique;337
Sports, loisirs, tourisme;337
Affaires étrangères, coopération internationale;338
Recherche, innovation;338
Environnement;338
Pouvoirs publics, institutions, fonction publique;338
Transports, logistique;338
Concurrence, consommation;339
Economie;339
Recherche, innovation;339
Environnement;339
Education, enseignement supérieur, formation;340
Travail, emploi, solidarité;340
Recherche, innovation;340
Pouvoirs publics, institutions, fonction publique;340
Santé, sécurité sociale;340
Questions de société;340
Sports, loisirs, tourisme;340
Justice;341
Agriculture, alimentation, pêche;342
Economie;343
Recherche, innovation;343
Numérique;343
Propriété intellectuelle;343
Questions de société;343
Economie;344
Education, enseignement supérieur, formation;344
Travail, emploi, solidarité;344
Pouvoirs publics, institutions, fonction publique;344
Concurrence, consommation;345
Economie;345
Travail, emploi, solidarité;345
Gouvernance d’entreprise;345
Pouvoirs publics, institutions, fonction publique;345
Agriculture, alimentation, pêche;346
Education, enseignement supérieur, formation;346
Environnement;346
Questions de société;346
Agriculture, alimentation, pêche;347
Défense, sécurité;347
Travail, emploi, solidarité;347
Justice;347
Agriculture, alimentation, pêche;348
Energie;348
Environnement;348
Agriculture, alimentation, pêche;349
Travail, emploi, solidarité;349
Santé, sécurité sociale;349
Sports, loisirs, tourisme;349
Agriculture, alimentation, pêche;350
Concurrence, consommation;350
Economie;350
Travail, emploi, solidarité;350
Fiscalité, finances publiques;350
Environnement;350
Energie;351
Environnement;351
Transports, logistique;351
Recherche, innovation;352
Santé, sécurité sociale;352
Fiscalité, finances publiques;353
Numérique;353
Santé, sécurité sociale;353
Logement, aménagement du territoire, urbanisme;353
Concurrence, consommation;353
Economie;354
Pouvoirs publics, institutions, fonction publique;354
Banques, assurances, secteur financier;355
Economie;355
Education, enseignement supérieur, formation;355
Fiscalité, finances publiques;355
Professions réglementées;355
Gouvernance d’entreprise;356
Environnement;356
Numérique;356
Transports, logistique;356
Travail, emploi, solidarité;357
Affaires étrangères, coopération internationale;358
Défense, sécurité;358
Economie;358
Recherche, innovation;358
Fiscalité, finances publiques;358
Banques, assurances, secteur financier;359
Economie;359
Fiscalité, finances publiques;359
Justice;359
Professions réglementées;359
Médias, industries culturelles;360
Numérique;360
Propriété intellectuelle;360
Communications électroniques;360
Banques, assurances, secteur financier;361
Travail, emploi, solidarité;361
Santé, sécurité sociale;361
Economie;362
Education, enseignement supérieur, formation;362
Travail, emploi, solidarité;362
Fiscalité, finances publiques;362
Logement, aménagement du territoire, urbanisme;362
Concurrence, consommation;363
Economie;363
Travail, emploi, solidarité;363
Logement, aménagement du territoire, urbanisme;363
Questions de société;363
Affaires étrangères, coopération internationale;364
Défense, sécurité;364
Education, enseignement supérieur, formation;364
Travail, emploi, solidarité;364
Recherche, innovation;364
Gouvernance d’entreprise;364
Justice;364
